>> SF psi1 phi2 dih ljr charmm 
>> 649.4749546088013 1.256637024 2.303834544 26.757782346767947 92.42070875389376 557.0542458549077
>> 646.6270984252797 1.256637024 2.09439504 25.047501202589192 89.73006382495059 556.8970346003291
>> 632.3680546443561 1.256637024 1.8849555359999999 23.53991583306513 86.4100075932279 545.9580470511282
>> 616.0599833916016 1.256637024 1.675516032 22.42084199245472 82.82699093716505 533.2329924544367
>> 593.2750153164578 1.256637024 1.4660765279999999 21.88695818912658 76.57253319131947 516.7024821251385
>> 578.0327882404412 1.256637024 1.256637024 21.831915176203488 71.97622840142971 506.0565598390115
>> 560.3761114690949 1.256637024 1.04719752 22.15048159007037 70.2821497403817 490.0939617287132
>> 547.6326034899702 1.256637024 0.837758016 22.684191171902825 66.94643201682612 480.68617147314427
>> 540.7495518858308 1.256637024 0.6283185119999999 23.29553754202607 64.62180427367691 476.12774761215394
>> 522.1350433856912 1.256637024 0.4188790079999998 23.814678116652413 59.99761966061882 462.1374237250724
>> 492.1791835030202 1.256637024 0.2094395040000001 24.0344941889665 64.19522332950206 427.98396017351826
>> 464.29555981855526 1.256637024 0.0 24.02828383710799 63.38931674968478 400.9062430688706
>> 438.0382936942867 1.256637024 -0.2094395040000001 23.681297570576916 59.51394171444959 378.5243519798372
>> 405.63615762608015 1.256637024 -0.4188790079999998 23.135725329316276 54.041979801608115 351.59417782447196
>> 336.75701825399653 1.256637024 -0.6283185119999999 22.35078890681701 44.44949007940207 292.30752817459444
>> 276.3853143965134 1.256637024 -0.837758016 21.755256899903873 27.25117568276396 249.13413871374948
>> 264.4716042173502 1.256637024 -1.0471975199999997 20.905708926312165 19.24516369413404 245.22644052321613
>> 256.3267437732358 1.256637024 -1.2566370240000002 20.109280048197927 12.399794502145827 243.92694927108997
>> 198.82925109617062 1.256637024 -1.4660765279999999 21.869162446168723 0.5188850189955706 198.31036607717505
>> 133.00539563763866 1.256637024 -1.6755160319999995 18.76543886977744 0.8052444185966315 132.200151219042
>> 115.9884039264978 1.256637024 -1.884955536 17.557117535790358 0.8214008626168298 115.167003063881
>> 109.5391817182439 1.256637024 -2.0943950399999998 15.730645288959053 1.661712932976909 107.87746878526698
>> 99.84478503858183 1.256637024 -2.3038345440000003 12.134733714387734 0.42304686196844277 99.42173817661336
>> 95.40183053242181 1.256637024 -2.513274048 9.793143274051186 1.6210867173524806 93.78074381506933
>> 83.93219476349056 1.256637024 -2.7227135519999996 8.272011153042447 1.258903585622545 82.67329117786802
>> 81.94578539934962 1.256637024 -2.9321530559999993 7.600971446957728 1.6308141243978846 80.31497127495172
>> 11550.458137414673 1.04719752 3.14159256 23.80489316496105 -0.24377874986769 11550.701916164542
>> 655.4970034345793 1.04719752 2.9321530559999998 29.20442936704691 70.93516013967239 584.561843294907
>> 522.2642596477742 1.04719752 2.722713552 29.483250991641253 122.40103767416878 399.86322197360556
>> 452.6827715353042 1.04719752 2.513274048 28.542604640281095 81.1958652459803 371.4869062893239
>> 405.98102032153804 1.04719752 2.303834544 26.936316012581205 63.77560804519403 342.20541227634413
>> 368.1143295305976 1.04719752 2.09439504 25.247159687169816 52.79759176551089 315.31673776508677
>> 333.16330868525966 1.04719752 1.8849555359999999 23.65697114485352 46.365695503168936 286.7976131820908
>> 306.25147140444534 1.04719752 1.675516032 22.55823640362595 44.77658274470739 261.474888659738
>> 285.87045570441705 1.04719752 1.4660765279999999 22.050514283274172 46.68205298356155 239.1884027208554
>> 269.70956687915316 1.04719752 1.256637024 21.9412443340484 41.0461569441821 228.6634099349711
>> 250.98731928299802 1.04719752 1.04719752 22.04152954610765 37.664817390774715 213.32250189222336
>> 237.39482828979706 1.04719752 0.837758016 22.08925082511768 33.672857626855084 203.721970662942
>> 230.58130988202134 1.04719752 0.6283185119999999 22.01038976702256 29.088531580640872 201.49277830138047
>> 221.41786102693573 1.04719752 0.4188790079999998 21.494212623407936 23.224994033150907 198.19286699378478
>> 197.97544819867576 1.04719752 0.2094395040000001 20.648272915037204 14.527164534224454 183.44828366445134
>> 189.00770304548993 1.04719752 0.0 19.893397113348513 10.073417025561689 178.93428601992818
>> 149.58049233520845 1.04719752 -0.2094395040000001 19.961901210912878 2.8616350433221673 146.71885729188628
>> 125.36670482157777 1.04719752 -0.4188790079999998 17.12277688968369 5.863483284824203 119.50322153675353
>> 120.11510885293748 1.04719752 -0.6283185119999999 15.38561181297788 4.42419345368117 115.69091539925631
>> 115.69560300132626 1.04719752 -0.837758016 14.711203107113583 1.57508266614154 114.12052033518468
>> 109.94790917114065 1.04719752 -1.0471975199999997 13.954452476422613 1.2429821524653262 108.7049270186753
>> 94.9033585827372 1.04719752 -1.2566370240000002 12.682466424239342 0.8451855937144247 94.0581729890228
>> 81.51041629424543 1.04719752 -1.4660765279999999 10.915633977852293 1.6308264805207329 79.87958981372469
>> 78.91357994412047 1.04719752 -1.6755160319999995 10.00968710925387 0.782935741369391 78.13064420275107
>> 76.23374673521357 1.04719752 -1.884955536 8.51481759375295 0.5437284747937692 75.69001826041979
>> 72.04604467418083 1.04719752 -2.0943950399999998 7.2340425987263055 1.443052559477266 70.60299211470355
>> 63.6382708823324 1.04719752 -2.3038345440000003 6.109708877794375 2.45609329996785 61.18217758236456
>> 63.119207528215284 1.04719752 -2.513274048 6.1987129515099015 2.78262240668636 60.33658512152892
>> 62.30292497064896 1.04719752 -2.7227135519999996 6.315742990862389 3.03909181715919 59.26383315348974
>> 61.30929632217807 1.04719752 -2.9321530559999993 6.466532121699669 3.0309336535829026 58.278362668595165
>> 13545.250486192515 0.837758016 3.14159256 12.473794555021145 -0.21502998936489975 13545.465516181883
>> 844.8580953204272 0.837758016 2.9321530559999998 12.90830800966703 147.20800708707074 697.6500882333563
>> 857.8740384175112 0.837758016 2.722713552 13.394703920942698 142.09020187539076 715.7838365421202
>> 854.6779673033611 0.837758016 2.513274048 14.102321980995171 132.2955317960571 722.3824355073039
>> 850.3421879653772 0.837758016 2.303834544 14.985324999072855 190.31303253638174 660.0291554289953
>> 678.3574119127528 0.837758016 2.09439504 17.028370275898833 115.69556438863815 562.661847524115
>> 727.5213169106405 0.837758016 1.8849555359999999 18.148276488225573 133.01105218060454 594.5102647300359
>> 790.2290146049679 0.837758016 1.675516032 19.07522073770291 134.84835816592573 655.3806564390422
>> 861.2585334194913 0.837758016 1.4660765279999999 20.228689196118662 85.53761940381489 775.7209140156763
>> 878.1965068313979 0.837758016 1.256637024 20.972029684457407 128.866504741986 749.330002089412
>> 939.5056995873514 0.837758016 1.04719752 21.508449466164027 162.41629420731002 777.0894053800416
>> 1003.7023181317961 0.837758016 0.837758016 21.884877426740058 154.2888072221046 849.413510909691
>> 989.387683495132 0.837758016 0.6283185119999999 22.03269010133012 164.15492622466 825.2327572704719
>> 970.7818766938474 0.837758016 0.4188790079999998 22.351116138571953 164.03416106402221 806.7477156298249
>> 921.5865504208905 0.837758016 0.2094395040000001 22.734369615363473 163.16483852157987 758.4217118993105
>> 846.5631784813085 0.837758016 0.0 22.952538025715807 161.43291818746275 685.1302602938457
>> 871.7051325495022 0.837758016 -0.2094395040000001 22.873324709717043 188.1351865729723 683.5699459765298
>> 886.5846259071905 0.837758016 -0.4188790079999998 22.713253799082356 184.27623847109516 702.3083874360955
>> 932.9114054925429 0.837758016 -0.6283185119999999 22.238189999874496 221.7891990313827 711.1222064611602
>> 924.8164848412657 0.837758016 -0.837758016 21.714510290792273 185.66394674337312 739.1525380978921
>> 963.5040181456072 0.837758016 -1.0471975199999997 21.143905156981553 220.9527722379006 742.5512459077064
>> 1011.3853350788534 0.837758016 -1.2566370240000002 20.403628535255436 272.03115005868517 739.3541850201682
>> 1110.1287354216142 0.837758016 -1.4660765279999999 19.568886419782967 367.5462838281669 742.5824515934471
>> 1089.8352426889091 0.837758016 -1.6755160319999995 18.595669023226566 355.2636457808708 734.5715969080386
>> 926.0477859901207 0.837758016 -1.884955536 17.535371356059862 188.82625202458146 737.2215339655393
>> 968.359111965712 0.837758016 -2.0943950399999998 16.53514963590239 238.30276646091292 730.0563455047992
>> 1016.3521294313275 0.837758016 -2.3038345440000003 16.028418009862307 288.48972646977865 727.8624029615486
>> 1018.6299213622447 0.837758016 -2.513274048 15.555957221082826 301.9429739733087 716.6869473889354
>> 811.0544468018136 0.837758016 -2.7227135519999996 15.216098788702132 129.86005123673098 681.1943955650829
>> 259.01326430735924 0.837758016 -2.9321530559999993 22.83108324004012 17.206371086922363 241.80689322043685
>> 27307.05527267061 0.6283185119999999 3.14159256 17.63389774588603 180.4524238501805 27126.602848820417
>> 531.3896599558273 0.6283185119999999 2.9321530559999998 18.539646185506218 26.540772741965498 504.84888721386164
>> 479.4250287145558 0.6283185119999999 2.722713552 19.95402672023331 38.59157597373015 440.8334527408257
>> 308.30331616489747 0.6283185119999999 2.513274048 28.531347271962712 7.928539096388299 300.3747770685092
>> 180.44586920787205 0.6283185119999999 2.303834544 27.473306676547836 1.2301832121269605 179.2156859957451
>> 144.2421707565773 0.6283185119999999 2.09439504 24.188103830505273 0.9304304069546255 143.31174034962265
>> 80.76906262419213 0.6283185119999999 1.8849555359999999 16.9023048973976 0.1891600141278074 80.57990261006434
>> 63.28237155790298 0.6283185119999999 1.675516032 10.29279470508658 0.6220490967561009 62.66032246114688
>> 58.22307506430922 0.6283185119999999 1.4660765279999999 8.638518885207231 0.27364060619208047 57.94943445811713
>> 58.33659979204817 0.6283185119999999 1.256637024 8.832861606196843 0.2373907135845415 58.09920907846364
>> 59.75531183535161 0.6283185119999999 1.04719752 8.968965703056279 0.742386209315892 59.012925626035724
>> 63.06653905008855 0.6283185119999999 0.837758016 9.093072647800955 1.619563916466283 61.446975133622274
>> 68.87186674035301 0.6283185119999999 0.6283185119999999 9.324728256703194 2.5878026605040954 66.2840640798489
>> 77.02273600441103 0.6283185119999999 0.4188790079999998 9.676782222404253 3.4890456235964797 73.53369038081459
>> 85.90169569459006 0.6283185119999999 0.2094395040000001 10.462151010007613 4.093232580505434 81.80846311408465
>> 92.5254217834843 0.6283185119999999 0.0 11.61134631492566 3.329337565506942 89.19608421797736
>> 95.28593763399799 0.6283185119999999 -0.2094395040000001 11.664736552280758 2.772953949485505 92.51298368451243
>> 91.53556576219141 0.6283185119999999 -0.4188790079999998 9.414917239587774 2.267751203513209 89.2678145586782
>> 88.74472796879438 0.6283185119999999 -0.6283185119999999 8.825399438537492 2.1129635402686313 86.63176442852576
>> 85.85038781943959 0.6283185119999999 -0.837758016 8.192641574212784 1.8452377036064413 84.00515011583315
>> 81.77932090657342 0.6283185119999999 -1.0471975199999997 7.1011692003299025 1.7817755306692882 79.99754537590412
>> 73.53202346836426 0.6283185119999999 -1.2566370240000002 7.559873400399992 2.277179996103138 71.25484347226111
>> 68.60228329635241 0.6283185119999999 -1.4660765279999999 6.253845420318211 2.251718209587556 66.35056508676486
>> 66.76351150579386 0.6283185119999999 -1.6755160319999995 5.74202798448771 2.5505167850425208 64.21299472075133
>> 66.30499770524479 0.6283185119999999 -1.884955536 5.555072310463395 3.1077790938814505 63.19721861136332
>> 66.39755055210125 0.6283185119999999 -2.0943950399999998 5.447068278254927 3.6190807163341385 62.77846983576711
>> 66.72405428800973 0.6283185119999999 -2.3038345440000003 5.4587492940704125 4.068645956188479 62.65540833182125
>> 67.01082848919079 0.6283185119999999 -2.513274048 5.6266473997048685 4.5122778190591895 62.498550670131586
>> 66.93083076990347 0.6283185119999999 -2.7227135519999996 5.858870724922981 4.76609427871828 62.164736491185195
>> 66.48292486005275 0.6283185119999999 -2.9321530559999993 6.139968652940916 4.621818102281079 61.861106757771665
>> 66928.0981419913 0.4188790079999998 3.14159256 16.35982495511622 -0.08450543199927962 66928.18264742327
>> 341.52593737635874 0.4188790079999998 2.9321530559999998 22.0031608285142 17.341681088318644 324.1842562880401
>> 342.1394965552767 0.4188790079999998 2.722713552 22.726006325890655 17.98189859769939 324.1575979575772
>> 325.05992012182793 0.4188790079999998 2.513274048 24.226882620388338 9.118731595107928 315.94118852672
>> 312.9851430064023 0.4188790079999998 2.303834544 25.122384077667945 8.312516520430906 304.67262648597136
>> 306.56166408289454 0.4188790079999998 2.09439504 25.34481916491061 11.366890670957803 295.1947734119367
>> 302.6907865678315 0.4188790079999998 1.8849555359999999 25.29405052512797 12.74287659495162 289.94790997287987
>> 293.28659042444184 0.4188790079999998 1.675516032 24.93592571092126 8.53052949143514 284.7560609330067
>> 4470.177331701563 0.4188790079999998 1.4660765279999999 15.928843728987097 569.8837454509667 3900.293586250596
>> 333.97882842703297 0.4188790079999998 1.256637024 19.03964994389941 0.02030321042876813 333.958525216604
>> 196.40107562415966 0.4188790079999998 1.04719752 18.300064761858813 -0.07730037810859887 196.47837600226822
>> 155.65111984638602 0.4188790079999998 0.837758016 18.45986513961555 2.945217166856997 152.70590267952903
>> 125.59074874918073 0.4188790079999998 0.6283185119999999 17.773232563755315 4.015385003188662 121.57536374599205
>> 127.1430923127117 0.4188790079999998 0.4188790079999998 17.72719157211907 2.0780321315025074 125.06506018120922
>> 122.10511453881334 0.4188790079999998 0.2094395040000001 16.181712130666483 2.265801446222956 119.83931309259039
>> 121.30491251315452 0.4188790079999998 0.0 15.603964368100046 4.3333868780286435 116.97152563512587
>> 100.5730484195113 0.4188790079999998 -0.2094395040000001 8.151116502854157 4.974970553429028 95.59807786608229
>> 98.20239621679481 0.4188790079999998 -0.4188790079999998 8.007938271249454 4.964818992121148 93.23757722467369
>> 95.14907794002016 0.4188790079999998 -0.6283185119999999 7.86083399868687 4.415231806934563 90.73384613308559
>> 88.54038128247937 0.4188790079999998 -0.837758016 11.19467205285913 3.058340323652928 85.48204095882645
>> 75.25464032317574 0.4188790079999998 -1.0471975199999997 9.773663934804093 2.4058411485741313 72.84879917460161
>> 65.67082744150379 0.4188790079999998 -1.2566370240000002 7.988920182187543 1.5472984646285766 64.1235289768752
>> 60.31545630038691 0.4188790079999998 -1.4660765279999999 6.977740809800236 0.9260261963217352 59.38943010406516
>> 58.170714362502224 0.4188790079999998 -1.6755160319999995 6.640412620312908 0.7345409832952338 57.43617337920699
>> 57.526724696492934 0.4188790079999998 -1.884955536 6.360477141748194 0.843277153949024 56.683447542543924
>> 57.29897399026032 0.4188790079999998 -2.0943950399999998 6.019074228621314 0.9808652235451341 56.318108766715184
>> 57.31051219477211 0.4188790079999998 -2.3038345440000003 5.68848042102642 1.1065701812142432 56.20394201355786
>> 57.84648497058493 0.4188790079999998 -2.513274048 5.447643362520694 1.367186089218409 56.47929888136654
>> 59.65727162412189 0.4188790079999998 -2.7227135519999996 5.418185459282646 2.0485763706564044 57.6086952534655
>> 63.716078831750515 0.4188790079999998 -2.9321530559999993 5.629410689441446 3.086716032935486 60.62936279881503
>> 38087.60780502592 0.2094395040000001 3.14159256 17.73446052031347 -0.0646207553448795 38087.672425781246
>> 5018.445647847043 0.2094395040000001 2.9321530559999998 20.846079467656836 328.8274039140046 4689.618243933035
>> 3689.3243393887064 0.2094395040000001 2.722713552 20.33158068873766 777.856891733485 2911.4674476552227
>> 451.4736792786842 0.2094395040000001 2.513274048 26.706656861478404 72.31283484777255 379.16084443091165
>> 456.78831655534003 0.2094395040000001 2.303834544 27.37097301066976 78.84143123451054 377.94688532082944
>> 537.4900728089837 0.2094395040000001 2.09439504 27.35080271154995 85.41706839563084 452.07300441335263
>> 494.54420878368165 0.2094395040000001 1.8849555359999999 28.08616858833201 67.29919860583298 427.24501017784866
>> 660.9516471745177 0.2094395040000001 1.675516032 27.51711136963292 97.80717434676464 563.1444728277529
>> 634.4040613716755 0.2094395040000001 1.4660765279999999 28.184106044792014 90.59734126701503 543.8067201046603
>> 633.1528678437902 0.2094395040000001 1.256637024 28.506269388993218 103.79804095900928 529.3548268847808
>> 635.7464166018246 0.2094395040000001 1.04719752 28.46763935749465 111.45930773964652 524.287108862178
>> 636.6479053061163 0.2094395040000001 0.837758016 28.047033249579574 100.45420461014757 536.1937006959688
>> 633.4286772894081 0.2094395040000001 0.6283185119999999 27.292030112815265 97.37946591475566 536.0492113746525
>> 613.4101524421575 0.2094395040000001 0.4188790079999998 26.212009673823967 92.32463544816179 521.0855169939956
>> 557.8150929566475 0.2094395040000001 0.2094395040000001 24.92937979736162 56.10286371873529 501.71222923791214
>> 537.6224257359765 0.2094395040000001 0.0 23.317549612941097 67.90052514856156 469.721900587415
>> 520.1544611856591 0.2094395040000001 -0.2094395040000001 21.569392244231132 71.10352678774824 449.0509343979108
>> 503.0176763067857 0.2094395040000001 -0.4188790079999998 19.859870702222228 67.77148685192198 435.2461894548638
>> 474.9591433840887 0.2094395040000001 -0.6283185119999999 18.275349934941612 65.89408894422239 409.06505443986606
>> 450.17557886446707 0.2094395040000001 -0.837758016 16.87696783728368 60.25670944389215 389.9188694205748
>> 441.11641018202965 0.2094395040000001 -1.0471975199999997 15.733825115093994 58.314191698569154 382.8022184834603
>> 428.93996264235284 0.2094395040000001 -1.2566370240000002 14.951559076477789 52.406601381298294 376.5333612610544
>> 425.92780415679465 0.2094395040000001 -1.4660765279999999 14.60487710315584 50.03160520168562 375.89619895510884
>> 428.51186169536135 0.2094395040000001 -1.6755160319999995 14.809934560835643 48.24972364182266 380.26213805353865
>> 429.3645079526003 0.2094395040000001 -1.884955536 15.409321812239028 46.10072126731601 383.2637866852842
>> 423.34287648417967 0.2094395040000001 -2.0943950399999998 16.50286456540653 44.00831590804933 379.33456057613034
>> 427.7484224695849 0.2094395040000001 -2.3038345440000003 18.058437200559435 44.7754138512683 382.9730086183166
>> 429.99881311920933 0.2094395040000001 -2.513274048 19.55754487055527 46.89883495479313 383.0999781644161
>> 436.02642485534125 0.2094395040000001 -2.7227135519999996 20.889473208557018 49.95037785610107 386.0760469992401
>> 243.90584358632367 0.2094395040000001 -2.9321530559999993 9.887280882768556 7.30996345212576 236.5958801341979
>> 75729.52203589582 0.0 3.14159256 23.121683381875552 -0.0637660731195226 75729.58580196895
>> 853.9196889327142 0.0 2.9321530559999998 22.09056270390134 85.24310320944721 768.6765857232667
>> 815.6008444212238 0.0 2.722713552 21.01074634809504 92.67768578325568 722.9231586379681
>> 771.0031074738342 0.0 2.513274048 19.86000243465459 89.35490133062382 681.6482061432107
>> 745.083451380446 0.0 2.303834544 18.670440165393533 90.74150005303032 654.3419513274156
>> 717.9034479353251 0.0 2.09439504 17.667433648895262 87.43197357929662 630.4714743560284
>> 759.1072443204324 0.0 1.8849555359999999 16.94614361722821 129.12452842868456 629.9827158917477
>> 185.3048666691789 0.0 1.675516032 12.307756803067253 15.620891839744123 169.68397482943476
>> 171.5316575371832 0.0 1.4660765279999999 11.50554056355814 12.818030258223615 158.71362727895956
>> 162.74902031511394 0.0 1.256637024 10.809152210830664 10.863698218928077 151.88532209618583
>> 158.2280355990984 0.0 1.04719752 10.337283697076856 9.506328045267486 148.72170755383095
>> 156.74294684953384 0.0 0.837758016 10.18861251370657 8.77756356373108 147.96538328580274
>> 158.123632361676 0.0 0.6283185119999999 10.440458150405327 8.819580335037154 149.3040520266388
>> 159.7094011003206 0.0 0.4188790079999998 11.02733605238208 8.946614191760009 150.76278690856054
>> 143.89055990344286 0.0 0.2094395040000001 10.046789015563288 3.6724433093442928 140.2181165940985
>> 138.72297406392067 0.0 0.0 9.47548467890301 2.3808336785921993 136.34214038532846
>> 129.85855271061405 0.0 -0.2094395040000001 9.055607482149224 4.4604588219012085 125.39809388871285
>> 124.84383104359152 0.0 -0.4188790079999998 9.032022668359954 2.2544017269067647 122.58942931668476
>> 98.90395622761844 0.0 -0.6283185119999999 8.421217563790146 1.6991676158984674 97.20478861171998
>> 92.10259333562773 0.0 -0.837758016 8.009825759762517 0.8834203150846072 91.21917302054314
>> 69.98258322570861 0.0 -1.0471975199999997 6.895898200604603 1.2088173161344389 68.7737659095742
>> 64.01421401179631 0.0 -1.2566370240000002 5.724384019993245 1.7580419485607184 62.256172063235596
>> 65.96368381308135 0.0 -1.4660765279999999 5.250753772584404 2.1980134808805425 63.76567033220079
>> 67.9892604742147 0.0 -1.6755160319999995 4.747851541228039 3.333404031624451 64.65585644259023
>> 69.31779782727642 0.0 -1.884955536 4.475206237043924 4.344953170479076 64.97284465679736
>> 71.01499130874618 0.0 -2.0943950399999998 4.383554169847492 5.148258468809821 65.86673283993633
>> 73.43790559127298 0.0 -2.3038345440000003 4.487626838600243 5.792244805454932 67.64566078581804
>> 75.9730410095102 0.0 -2.513274048 4.696936509198539 6.272448047315483 69.70059296219468
>> 76.6997775237852 0.0 -2.7227135519999996 4.809223675868282 6.4276174061329 70.27216011765229
>> 75.6698409219178 0.0 -2.9321530559999993 4.828217642275374 5.973131393247479 69.69670952867031
>> 19785.079568488218 -0.2094395040000001 3.14159256 24.25663308908596 -0.13537286737299206 19785.21494135558
>> 651.8781196886496 -0.2094395040000001 2.9321530559999998 12.949173438718578 61.88929601152552 589.9888236771241
>> 304.16261322694277 -0.2094395040000001 2.722713552 14.623348932356826 20.9232125137893 283.2394007131535
>> 306.80630561064163 -0.2094395040000001 2.513274048 16.097678727635696 23.75130191596289 283.0550036946788
>> 327.80086860164835 -0.2094395040000001 2.303834544 17.574189927679644 27.170692437158475 300.63017616448985
>> 359.87371105831505 -0.2094395040000001 2.09439504 18.08567584392936 19.835352264886485 340.0383587934284
>> 379.47332245302516 -0.2094395040000001 1.8849555359999999 18.23887939187282 27.374908436633795 352.0984140163912
>> 388.41927466058837 -0.2094395040000001 1.675516032 17.510275128472355 26.319950749532676 362.09932391105576
>> 404.59465100809473 -0.2094395040000001 1.4660765279999999 17.290227350123175 21.096524458912533 383.498126549182
>> 387.8635411117169 -0.2094395040000001 1.256637024 16.411252527329843 42.72846999266663 345.1350711190503
>> 357.5938317293081 -0.2094395040000001 1.04719752 15.096824353302871 50.03259517376485 307.5612365555433
>> 354.30870175080514 -0.2094395040000001 0.837758016 16.14513741031506 27.609872243734696 326.6988295070706
>> 363.1961706248564 -0.2094395040000001 0.6283185119999999 17.32474172168304 27.228538141648283 335.96763248320804
>> 408.17130203791623 -0.2094395040000001 0.4188790079999998 19.00125141792893 27.169014102353557 381.00228793556255
>> 414.9670525167485 -0.2094395040000001 0.2094395040000001 20.237625215684965 27.138062394569417 387.8289901221789
>> 414.32516562175744 -0.2094395040000001 0.0 21.46492754856517 26.459178149342765 387.86598747241464
>> 428.6666300454708 -0.2094395040000001 -0.2094395040000001 22.83749501927734 26.564462734226602 402.10216731124433
>> 421.9311828083143 -0.2094395040000001 -0.4188790079999998 24.36523538811841 23.868865746062347 398.06231706225196
>> 430.6325883309425 -0.2094395040000001 -0.6283185119999999 25.55589642725988 23.495339569367186 407.1372487615753
>> 438.95041647128147 -0.2094395040000001 -0.837758016 26.65947378174354 23.917510651594448 415.032905819687
>> 438.17893490515985 -0.2094395040000001 -1.0471975199999997 27.621664313218755 25.999637483307755 412.17929742185214
>> 444.5468170747627 -0.2094395040000001 -1.2566370240000002 27.905325123679763 29.90636602799254 414.64045104677
>> 451.212983158396 -0.2094395040000001 -1.4660765279999999 27.51634478053475 32.19333828071785 419.01964487767816
>> 461.6215382642613 -0.2094395040000001 -1.6755160319999995 26.44521748506466 35.771470039835954 425.8500682244254
>> 470.75339699807205 -0.2094395040000001 -1.884955536 25.05380685687602 31.74334785673995 439.010049141332
>> 475.2924183051932 -0.2094395040000001 -2.0943950399999998 23.452213247692963 29.151546783015768 446.14087152217735
>> 471.57730320075973 -0.2094395040000001 -2.3038345440000003 22.169692121109428 26.61306058725549 444.96424261350415
>> 472.7358058456449 -0.2094395040000001 -2.513274048 20.77484418896746 22.971732702517226 449.76407314312775
>> 478.2376528258293 -0.2094395040000001 -2.7227135519999996 19.61706072407186 19.069558690228167 459.168094135601
>> 417.46276621462016 -0.2094395040000001 -2.9321530559999993 20.47571678641729 7.309938075839043 410.152828138781
>> 148547.86155183366 -0.4188790079999998 3.14159256 22.914439047460615 -0.0637660731195224 148547.92531790675
>> 5541.327081489628 -0.4188790079999998 2.9321530559999998 15.371355412069171 18.00473571794834 5523.322345771677
>> 149.57329582349468 -0.4188790079999998 2.722713552 14.984534681148414 14.241232581666699 135.33206324182797
>> 130.7806471869143 -0.4188790079999998 2.513274048 14.075259219259937 3.937229589262496 126.84341759765186
>> 105.71656459944612 -0.4188790079999998 2.303834544 11.816656835723487 2.075823550119937 103.64074104932615
>> 84.18682530667023 -0.4188790079999998 2.09439504 10.310625513724649 1.2089672609763706 82.97785804569386
>> 57.57629648002972 -0.4188790079999998 1.8849555359999999 6.390121473128835 0.9562056212908335 56.62009085873887
>> 58.21159513034288 -0.4188790079999998 1.675516032 6.628575024242962 0.8623250937191791 57.349270036623686
>> 60.46465958228196 -0.4188790079999998 1.4660765279999999 6.937083171940211 1.1425327880621068 59.32212679421986
>> 65.81622775513523 -0.4188790079999998 1.256637024 7.748119413574615 1.9192489264043255 63.89697882873089
>> 75.04839136630217 -0.4188790079999998 1.04719752 9.131645582039498 2.951774399089214 72.09661696721294
>> 87.94230950908467 -0.4188790079999998 0.837758016 10.886922700463261 3.9134925507822085 84.02881695830246
>> 103.17159010606534 -0.4188790079999998 0.6283185119999999 12.44797134425022 4.433130010445386 98.73846009561996
>> 110.04674923849144 -0.4188790079999998 0.4188790079999998 9.64170254306227 4.740775303849777 105.3059739346417
>> 112.62429016816607 -0.4188790079999998 0.2094395040000001 9.266248187923473 3.81803379844171 108.8062563697244
>> 107.9003736481222 -0.4188790079999998 0.0 9.470344665162719 4.271233168657222 103.62914047946501
>> 103.3382093009025 -0.4188790079999998 -0.2094395040000001 8.87956006833246 3.1572345707313176 100.1809747301712
>> 90.78877903210473 -0.4188790079999998 -0.4188790079999998 7.60892419223055 1.0547655051859353 89.73401352691882
>> 84.5607913873942 -0.4188790079999998 -0.6283185119999999 7.6177925362896906 0.6273178482587927 83.93347353913542
>> 78.75210744853108 -0.4188790079999998 -0.837758016 7.460290095661812 -0.7320043356462772 79.4841117841774
>> 72.67196860848351 -0.4188790079999998 -1.0471975199999997 7.194915487225119 -1.876107120517513 74.54807572900106
>> 65.50431955170835 -0.4188790079999998 -1.2566370240000002 6.443526514282226 0.3109704839480838 65.19334906776027
>> 64.4597958230348 -0.4188790079999998 -1.4660765279999999 5.003357175026927 2.0690677985112194 62.39072802452358
>> 67.37850550759225 -0.4188790079999998 -1.6755160319999995 4.476813254890935 3.2560682125585325 64.12243729503372
>> 69.77514216351638 -0.4188790079999998 -1.884955536 4.142339683050804 4.465859496258205 65.30928266725817
>> 72.43048532852875 -0.4188790079999998 -2.0943950399999998 3.977520484712494 5.459988808756241 66.97049651977248
>> 75.38432005400864 -0.4188790079999998 -2.3038345440000003 3.912595675579637 6.188220206258975 69.19609984774965
>> 77.04101141355781 -0.4188790079999998 -2.513274048 4.143990808679796 6.610639173508047 70.43037224004975
>> 75.5534269825146 -0.4188790079999998 -2.7227135519999996 4.6030606530636105 6.405583176214429 69.14784380630016
>> 72.29710889533348 -0.4188790079999998 -2.9321530559999993 4.995223834945542 5.564288323139832 66.73282057219365
>> 192930.75159767776 -0.6283185119999999 3.14159256 9.831031066259666 -0.06376607311952263 192930.8153637509
>> 8323.65334472593 -0.6283185119999999 2.9321530559999998 12.961089977281846 -0.0996961035340136 8323.753040829472
>> 666.2926604593879 -0.6283185119999999 2.722713552 18.791759485466443 104.6173954093429 561.675265050045
>> 175.38511406014356 -0.6283185119999999 2.513274048 19.156564611270156 2.221966067913752 173.16314799222974
>> 114.48866307874172 -0.6283185119999999 2.303834544 13.037153696721667 -0.32519641333928434 114.81385949208105
>> 98.03696072575153 -0.6283185119999999 2.09439504 10.68522041101132 -1.0326234976513489 99.06958422340287
>> 78.38065440912412 -0.6283185119999999 1.8849555359999999 7.983195236944978 -0.46888047880808204 78.84953488793225
