>> SF psi1 phi2 dih ljr charmm 
>> 59.17524055365722 2.9321530559999998 -0.837758016 9.97265342288624 0.9646297946664122 58.210610758990796
>> 57.123137708236705 2.9321530559999998 -1.0471975199999997 9.82655954598079 -0.1974997537087358 57.320637461945445
>> 55.94887283087502 2.9321530559999998 -1.2566370240000002 9.622550491515407 -0.9402501845791035 56.8891230154541
>> 55.542388272004594 2.9321530559999998 -1.4660765279999999 9.368220827655335 -1.1131081348457927 56.65549640685039
>> 55.44301650782692 2.9321530559999998 -1.6755160319999995 9.060754109169281 -0.9991650350949299 56.442181542921844
>> 55.276464129128776 2.9321530559999998 -1.884955536 8.711466523135568 -0.9069069214756098 56.1833710506044
>> 54.902946044986834 2.9321530559999998 -2.0943950399999998 8.34076946644478 -0.9325713280456365 55.83551737303246
>> 54.36269182668344 2.9321530559999998 -2.3038345440000003 7.967940992202471 -1.0456176959305752 55.40830952261399
>> 53.890296292056966 2.9321530559999998 -2.513274048 7.618704889385969 -1.096534435378477 54.98683072743546
>> 54.17080074093645 2.9321530559999998 -2.7227135519999996 7.3441964854904045 -0.7602438863783129 54.93104462731477
>> 56.19256371647934 2.9321530559999998 -2.9321530559999993 7.1880970220842535 -0.012148037700562414 56.2047117541799
>> 2062.7653166586774 2.722713552 3.14159256 24.75696151369179 169.7629380849697 1893.0023785737085
>> 1200.0462301655386 2.722713552 2.9321530559999998 25.603832059040815 184.73511280293934 1015.3111173625994
>> 1144.878480392708 2.722713552 2.722713552 25.275219976089762 124.29220859536696 1020.5862717973406
>> 758.4946361276368 2.722713552 2.513274048 19.878540999744345 125.64970432490912 632.8449318027277
>> 573.3495241810616 2.722713552 2.303834544 19.865145572101106 86.88484014017452 486.4646840408873
>> 537.1865125585932 2.722713552 2.09439504 19.428155726934307 76.36213003966485 460.82438251892836
>> 496.6114721469948 2.722713552 1.8849555359999999 18.821865029651413 59.20231726225525 437.4091548847396
>> 475.90995568167625 2.722713552 1.675516032 18.222961366183597 53.180301669857414 422.72965401181875
>> 409.28913860129376 2.722713552 1.4660765279999999 16.65265281928583 53.05035386876315 356.23878473253046
>> 396.2846282090362 2.722713552 1.256637024 16.085646536134114 40.731526637253324 355.55310157178286
>> 370.5622376286715 2.722713552 1.04719752 15.256618777504443 32.49418050721917 338.06805712145234
>> 359.58966996986675 2.722713552 0.837758016 14.773056525368391 29.137094268719856 330.45257570114677
>> 344.3874987295786 2.722713552 0.6283185119999999 14.67696248959468 25.39864995495335 318.9888487746253
>> 346.70064841219676 2.722713552 0.4188790079999998 14.765666641755887 18.93423091130549 327.7664175008913
>> 351.2255676691871 2.722713552 0.2094395040000001 15.059719783504 18.915681155609573 332.30988651357745
>> 358.0595658124151 2.722713552 0.0 15.534099571473856 17.729005442038833 340.3305603703763
>> 367.42661515190315 2.722713552 -0.2094395040000001 16.087396061615117 16.144768249886415 351.28184690201664
>> 364.05004424366456 2.722713552 -0.4188790079999998 17.27530255613893 18.338715747213303 345.7113284964512
>> 365.1752930567071 2.722713552 -0.6283185119999999 18.41063327155682 15.418867765265988 349.75642529144113
>> 368.90624203427495 2.722713552 -0.837758016 19.207062076616392 13.25976905948269 355.64647297479235
>> 378.68791180272683 2.722713552 -1.0471975199999997 19.837605510194088 11.129922347528636 367.5579894551981
>> 377.7987347341709 2.722713552 -1.2566370240000002 20.50001064036671 10.90652935998402 366.8922053741867
>> 376.3252586489178 2.722713552 -1.4660765279999999 21.29040930694113 11.080000202830945 365.2452584460869
>> 372.4813684094189 2.722713552 -1.6755160319999995 21.946208407529515 10.82422041117413 361.65714799824485
>> 364.58469206147004 2.722713552 -1.884955536 22.555108729858375 9.821423431204284 354.76326863026594
>> 337.8149972319773 2.722713552 -2.0943950399999998 23.296669238913573 6.440710420034491 331.37428681194285
>> 304.6356810650832 2.722713552 -2.3038345440000003 23.622280648161354 7.927463232131274 296.7082178329519
>> 299.2694427887387 2.722713552 -2.513274048 24.518011863624015 8.804613786765598 290.4648290019731
>> 301.7413744491765 2.722713552 -2.7227135519999996 25.359681315937532 10.205948606094287 291.5354258430822
>> 289.6900637757811 2.722713552 -2.9321530559999993 25.92362375711215 14.968532018306968 274.72153175747405
>> 16512.686708809542 2.513274048 3.14159256 14.219394803550923 -0.1806183389187132 16512.867327148473
>> 74.05685448200383 2.513274048 2.9321530559999998 11.721477134465411 1.1503854091990986 72.90646907280474
>> 62.15810904806937 2.513274048 2.722713552 5.842681380827097 1.5387653455699069 60.61934370249945
>> 62.594746472046445 2.513274048 2.513274048 5.7918692164228744 1.925765035800015 60.668981436246426
>> 62.71364443609841 2.513274048 2.303834544 5.866184052665466 2.0258500884162802 60.68779434768211
>> 62.258243628324614 2.513274048 2.09439504 6.093437408231298 1.843142507901031 60.4151011204236
>> 61.039711032308865 2.513274048 1.8849555359999999 6.372459118467592 1.5065720495599557 59.53313898274891
>> 59.40459009348623 2.513274048 1.675516032 6.623220880018907 1.0501825298453502 58.35440756364088
>> 57.7403344590275 2.513274048 1.4660765279999999 6.861045982677404 0.5448394784906041 57.19549498053687
>> 56.47688272900264 2.513274048 1.256637024 7.078358001730027 0.24407657754276468 56.232806151459876
>> 56.39200947561725 2.513274048 1.04719752 7.2638970660616184 0.41402645967306306 55.97798301594418
>> 57.97726226742503 2.513274048 0.837758016 7.485537168488672 0.8361168531047826 57.14114541432026
>> 60.409363374052376 2.513274048 0.6283185119999999 7.811933650257087 1.281422859458145 59.127940514594215
>> 62.52324212768194 2.513274048 0.4188790079999998 8.193373530761672 1.7503879219835494 60.77285420569839
>> 63.883283336411154 2.513274048 0.2094395040000001 8.541567847979904 2.2238602765836757 61.65942305982747
>> 64.41223784368198 2.513274048 0.0 8.836952958068435 2.625302271203496 61.7869355724785
>> 64.0384938942962 2.513274048 -0.2094395040000001 9.078661677773937 2.7600255705104777 61.278468323785724
>> 62.708952060876044 2.513274048 -0.4188790079999998 9.244641897607513 2.4452770461553865 60.263675014720654
>> 60.60350192248716 2.513274048 -0.6283185119999999 9.296704292736607 1.6722810684476046 58.931220854039545
>> 58.22119736744727 2.513274048 -0.837758016 9.234165237083756 0.6141528076345352 57.607044559812735
>> 56.199123371925396 2.513274048 -1.0471975199999997 9.083013151996646 -0.4378792010675414 56.6370025729929
>> 55.003826093757226 2.513274048 -1.2566370240000002 8.874254339667722 -1.1315668606561269 56.135392954413355
>> 54.600779342692505 2.513274048 -1.4660765279999999 8.61589816868204 -1.273436003680753 55.874215346373255
>> 54.54705395062373 2.513274048 -1.6755160319999995 8.307965824642263 -1.1005578386395045 55.64761178926322
>> 54.437297932290505 2.513274048 -1.884955536 7.96000044891524 -0.9412776409115969 55.378575573202085
>> 54.10576817376167 2.513274048 -2.0943950399999998 7.590963634037542 -0.9188123080325384 55.024580481794175
>> 53.582060808843515 2.513274048 -2.3038345440000003 7.219374872433494 -1.0147451746709253 54.59680598351442
>> 53.09411793768605 2.513274048 -2.513274048 6.869374268091583 -1.093546187350088 54.18766412503613
>> 53.29497854554797 2.513274048 -2.7227135519999996 6.586966052240501 -0.8563894131444387 54.15136795869239
>> 55.13131120899226 2.513274048 -2.9321530559999993 6.411428481916715 -0.2849068643456533 55.41621807333791
>> 3336.026417633468 2.303834544 3.14159256 12.697997222653152 8.654594031371674 3327.3718236020977
>> 615.1279302165459 2.303834544 2.9321530559999998 14.992186377629533 47.85164669207561 567.2762835244702
>> 574.4041203097333 2.303834544 2.722713552 15.683003617953824 38.87453870103961 535.5295816086937
>> 542.4687112294719 2.303834544 2.513274048 16.128405694492212 35.204359469872806 507.2643517595991
>> 514.4270847825608 2.303834544 2.303834544 16.46963329389806 28.384436021630684 486.04264876093004
>> 487.1973317364027 2.303834544 2.09439504 16.8233223515545 25.68513768989219 461.51219404651044
>> 473.4554071480841 2.303834544 1.8849555359999999 17.1023810066722 30.13424693178556 443.3211602162985
>> 452.77171246967583 2.303834544 1.675516032 17.546801734219002 29.389315119676574 423.38239734999934
>> 426.06305348679973 2.303834544 1.4660765279999999 18.181704816335404 22.483789219933897 403.5792642668658
>> 409.7252512585815 2.303834544 1.256637024 18.444427592408317 20.25350721271533 389.4717440458662
>> 313.87485679236414 2.303834544 1.04719752 31.596815011348088 24.974172072980807 288.9006847193833
>> 269.89286683264004 2.303834544 0.837758016 31.21042095197496 21.423548356242605 248.4693184763974
>> 209.02795561018263 2.303834544 0.6283185119999999 30.10328926867769 12.830745422662963 196.1972101875197
>> 135.90538176815025 2.303834544 0.4188790079999998 25.365428023229608 5.952147712133344 129.95323405601692
>> 100.57027980858152 2.303834544 0.2094395040000001 20.028425792441162 5.043689974311551 95.52658983427003
>> 90.7395521672779 2.303834544 0.0 17.70293814219023 1.2335926811905926 89.50595948608732
>> 79.58727186779252 2.303834544 -0.2094395040000001 14.851973810980798 3.380563881994428 76.2067079857981
>> 73.49155722609318 2.303834544 -0.4188790079999998 13.159181628755356 2.8387153137721377 70.65284191232107
>> 65.38734373222255 2.303834544 -0.6283185119999999 9.777958048247326 2.610110569999048 62.77723316222349
>> 63.241544432119845 2.303834544 -0.837758016 9.452586900419496 1.962077510698723 61.279466921421104
>> 62.68718334933763 2.303834544 -1.0471975199999997 9.224094801252516 1.4826211940541685 61.20456215528345
>> 64.35167891309028 2.303834544 -1.2566370240000002 9.033422515135747 1.3233308790765377 63.02834803401373
>> 67.21655966057367 2.303834544 -1.4660765279999999 8.670033105868475 1.7643381532731344 65.45222150730055
>> 69.17320265183125 2.303834544 -1.6755160319999995 8.17742959167016 2.7542581789820675 66.41894447284918
>> 69.80013650155804 2.303834544 -1.884955536 7.849884736775118 3.531370865820195 66.26876563573782
>> 69.9864813587361 2.303834544 -2.0943950399999998 7.62967948639934 3.941082185963675 66.04539917277245
>> 69.80731554172647 2.303834544 -2.3038345440000003 7.532917780332939 4.045338406682743 65.76197713504374
>> 68.94678771021596 2.303834544 -2.513274048 7.559056737040364 3.989841189343873 64.95694652087208
>> 67.35300887276382 2.303834544 -2.7227135519999996 7.624613027663559 3.7822949869188958 63.570713885844924
>> 65.41045781670101 2.303834544 -2.9321530559999993 7.717497018720462 3.3434455460773025 62.0670122706237
>> 15679.66047821659 2.09439504 3.14159256 18.7972444270721 -0.24470069787653245 15679.90517891447
>> 2067.6870216450493 2.09439504 2.9321530559999998 21.359362830515327 -1.1485309845807938 2068.835552629631
>> 168.88552720495775 2.09439504 2.722713552 24.306163248332034 5.199676073931856 163.68585113102586
>> 163.90456894413592 2.09439504 2.513274048 24.630732768572802 4.005362733794026 159.8992062103419
>> 92.61001673363236 2.09439504 2.303834544 20.067247555393877 0.4333331402560473 92.17668359337634
>> 83.17202037025746 2.09439504 2.09439504 17.72706268682311 1.5422474264017834 81.62977294385568
>> 77.60593280270452 2.09439504 1.8849555359999999 16.50094453916641 1.1362698894243408 76.4696629132802
>> 61.03700216858844 2.09439504 1.675516032 10.087550593803257 1.0158509478700857 60.021151220718345
>> 61.242735396154316 2.09439504 1.4660765279999999 10.385658859849363 0.9811883929396301 60.26154700321469
>> 61.97430021086916 2.09439504 1.256637024 10.634229405973766 1.3201103877114895 60.65418982315767
>> 63.805279923210236 2.09439504 1.04719752 10.849612058197396 2.202926907968617 61.60235301524161
>> 66.54938126794727 2.09439504 0.837758016 11.02165413437869 3.235051859580971 63.314329408366284
>> 69.31308882636527 2.09439504 0.6283185119999999 11.12749743765805 4.114120746561718 65.19896807980355
>> 71.26539072968312 2.09439504 0.4188790079999998 11.155022055140167 4.696202308548936 66.56918842113417
>> 71.93791915127393 2.09439504 0.2094395040000001 11.076915751153217 4.835082112276444 67.10283703899746
>> 71.35202512014543 2.09439504 0.0 10.86735006889458 4.508093484196448 66.84393163594896
>> 69.86296161041524 2.09439504 -0.2094395040000001 10.567458122262307 3.874442620879053 65.98851898953617
>> 67.80915426369846 2.09439504 -0.4188790079999998 10.220351452555802 3.1449213956187703 64.66423286807972
>> 65.46419470790462 2.09439504 -0.6283185119999999 9.841371344555379 2.421003656263355 63.043191051641266
>> 63.35018798051517 2.09439504 -0.837758016 9.474453553523297 1.7846490525271064 61.56553892798806
>> 62.5424481356867 2.09439504 -1.0471975199999997 9.189365630591382 1.2997661421057087 61.242681993580995
>> 63.75248749540918 2.09439504 -1.2566370240000002 8.94546398201784 1.0415988888594185 62.710888606549766
>> 66.28931963142195 2.09439504 -1.4660765279999999 8.58076420664315 1.3207950089087503 64.9685246225132
>> 68.22147230387583 2.09439504 -1.6755160319999995 8.109547258877555 2.2576672427351485 65.96380506114068
>> 68.89161076045767 2.09439504 -1.884955536 7.789930045677032 3.079642814909072 65.81196794554863
>> 69.09731117772694 2.09439504 -2.0943950399999998 7.577183123683822 3.5473064376535017 65.55000474007346
>> 68.94759492686433 2.09439504 -2.3038345440000003 7.488459692335659 3.7113486934224675 65.23624623344188
>> 68.1764623038075 2.09439504 -2.513274048 7.527977535937986 3.705011467654531 64.47145083615298
>> 66.71768005080246 2.09439504 -2.7227135519999996 7.606016364646937 3.5653169588004463 63.152363092001984
>> 64.92140865751615 2.09439504 -2.9321530559999993 7.705198631085407 3.218213462227736 61.70319519528843
>> 20496.939736086955 1.8849555359999999 3.14159256 25.696253961467505 -0.06469429474753013 20497.004430381705
>> 5901.428576870876 1.8849555359999999 2.9321530559999998 26.197766378735736 -0.19386821919877087 5901.62244509007
>> 310.5039699273355 1.8849555359999999 2.722713552 21.177176687792056 4.575796065087203 305.92817386224823
>> 301.85494209164733 1.8849555359999999 2.513274048 22.213440376004385 10.75156917680629 291.1033729148411
>> 306.257806241787 1.8849555359999999 2.303834544 23.475392708437496 22.00663304911113 284.2511731926759
>> 318.77816432031034 1.8849555359999999 2.09439504 24.851549550382735 35.54311409977359 283.2350502205368
>> 343.2874650403042 1.8849555359999999 1.8849555359999999 25.895997878854942 54.14715930757287 289.14030573273135
>> 369.49192870436167 1.8849555359999999 1.675516032 26.77595160380377 68.68635285900064 300.805575845361
>> 413.48420998025205 1.8849555359999999 1.4660765279999999 26.998057438768598 91.52603036634348 321.95817961390844
>> 456.5677543173849 1.8849555359999999 1.256637024 26.73000308483205 106.0206922262996 350.5470620910853
>> 500.7628522415484 1.8849555359999999 1.04719752 25.887487285352023 110.73055280460295 390.03229943694544
>> 555.0180573972001 1.8849555359999999 0.837758016 24.69874265743102 127.24906102626268 427.76899637093743
>> 588.5285278309682 1.8849555359999999 0.6283185119999999 23.138990321498266 118.71615725297487 469.8123705779934
>> 607.4352489335832 1.8849555359999999 0.4188790079999998 21.25906955456843 91.95795350888781 515.4772954246953
>> 623.448847779676 1.8849555359999999 0.2094395040000001 19.043678614065055 60.59880056203533 562.8500472176407
>> 477.127372840821 1.8849555359999999 0.0 18.37127692443078 11.40098681832435 465.7263860224965
>> 468.8195720786373 1.8849555359999999 -0.2094395040000001 19.91243199807661 7.965857700369045 460.85371437826836
>> 408.82239631094467 1.8849555359999999 -0.4188790079999998 19.756854605824373 11.046843668868275 397.77555264207626
>> 410.92860187812147 1.8849555359999999 -0.6283185119999999 21.425643653022522 13.503675876642033 397.4249260014793
>> 414.4100993152702 1.8849555359999999 -0.837758016 22.909716593662782 17.342604044356836 397.0674952709133
>> 417.7522115057106 1.8849555359999999 -1.0471975199999997 24.113454329120476 22.194392219706263 395.5578192860043
>> 409.7027477628987 1.8849555359999999 -1.2566370240000002 25.1706353453263 25.70065559926155 384.00209216363714
>> 403.3741867558778 1.8849555359999999 -1.4660765279999999 25.862862193622007 27.332510919221633 376.0416758366562
>> 367.52201289272426 1.8849555359999999 -1.6755160319999995 26.07299782290046 7.93971550802208 359.5822973847022
>> 193.0026415619719 1.8849555359999999 -1.884955536 26.29245535905466 8.335587838812588 184.66705372315928
>> 181.05357156639755 1.8849555359999999 -2.0943950399999998 25.4439602106303 12.295167151081746 168.7584044153158
>> 175.4116068606853 1.8849555359999999 -2.3038345440000003 24.507255873433643 15.866034292045853 159.54557256863944
>> 157.0794242037661 1.8849555359999999 -2.513274048 23.323761068682863 12.754957799420586 144.32446640434551
>> 128.46011679803638 1.8849555359999999 -2.7227135519999996 20.70444806421065 8.579437337802059 119.88067946023432
>> 79.3913428905114 1.8849555359999999 -2.9321530559999993 12.779866588802129 1.7534212782274334 77.63792161228396
>> 32915.42563363368 1.675516032 3.14159256 15.394090426595508 -0.08174701811158601 32915.50738065175
>> 799.8830565958287 1.675516032 2.9321530559999998 25.568258069503408 8.513656699376641 791.3693998964524
>> 314.4919623693954 1.675516032 2.722713552 25.359891565475177 2.25572678231521 312.2362355870803
>> 272.5010237763231 1.675516032 2.513274048 25.3698100820784 0.29277359840971556 272.2082501779134
>> 28702.23107417363 1.675516032 2.303834544 21.414383398103443 26815.285044365835 1886.9460298077963
>> 3524.286784359144 1.675516032 2.09439504 17.31570341480401 1259.816485346502 2264.470299012642
>> 3085.2239087566054 1.675516032 1.8849555359999999 17.43613174567043 834.6491017467023 2250.5748070099035
>> 2529.744886747375 1.675516032 1.675516032 17.495510183455902 420.92066975712373 2108.8242169902514
>> 2460.847487964012 1.675516032 1.4660765279999999 17.249843310941365 421.1951588931063 2039.6523290709065
>> 2404.3672956648634 1.675516032 1.256637024 17.632170836390152 400.3623056890858 2004.0049899757778
>> 2315.5953544442064 1.675516032 1.04719752 18.195983997844028 406.11777878487726 1909.4775756593292
>> 2503.342512368543 1.675516032 0.837758016 19.89643030812699 399.20754792923185 2104.1349644393113
>> 2392.1116546050207 1.675516032 0.6283185119999999 20.0510403795019 345.07654086519506 2047.035113739826
>> 2367.1250726900303 1.675516032 0.4188790079999998 20.201512626252473 343.61272875099536 2023.5123439390354
>> 2344.934506966393 1.675516032 0.2094395040000001 20.445304696651537 330.5230484358344 2014.4114585305595
>> 2293.9975407820675 1.675516032 0.0 20.76362588017575 310.7226026262415 1983.274938155826
>> 2265.107373250438 1.675516032 -0.2094395040000001 20.915239582735715 305.9866416827037 1959.120731567734
>> 2222.9505356103978 1.675516032 -0.4188790079999998 21.090664954642715 296.05677739160814 1926.8937582187905
>> 2105.6307069679997 1.675516032 -0.6283185119999999 21.242194896894542 299.3249623161506 1806.305744651851
>> 2062.872193197971 1.675516032 -0.837758016 21.208387257778856 268.50324474947774 1794.368948448493
>> 2066.6843037018953 1.675516032 -1.0471975199999997 20.79561560946506 275.64919720851105 1791.0351064933845
>> 1290.0930662370954 1.675516032 -1.2566370240000002 21.855449040615987 292.0038317820296 998.0892344550655
>> 1278.4302721931028 1.675516032 -1.4660765279999999 21.1676349569218 241.05921994194486 1037.3710522511578
>> 1282.1851002840328 1.675516032 -1.6755160319999995 20.507925555145306 231.57652497680718 1050.6085753072257
>> 1291.2364983794746 1.675516032 -1.884955536 19.989956910544514 250.76839252529874 1040.4681058541755
>> 1330.352950774493 1.675516032 -2.0943950399999998 19.44264152086844 282.2736015349157 1048.0793492395776
>> 181.8427848183371 1.675516032 -2.3038345440000003 17.80788872918095 24.525835747466505 157.31694907087055
>> 106.97314336725537 1.675516032 -2.513274048 15.913502351187994 2.251258561454525 104.72188480580084
>> 77.48009190034819 1.675516032 -2.7227135519999996 10.59342814758045 4.799994869476592 72.68009703087161
>> 62.62518105936171 1.675516032 -2.9321530559999993 7.431349882249737 2.515478806264854 60.109702253096856
>> 9663.877153748683 1.4660765279999999 3.14159256 23.05114083043178 -0.1373111865889152 9664.014464935275
>> 268.0231958841086 1.4660765279999999 2.9321530559999998 21.671871017277628 4.547420359643525 263.475775524465
>> 261.3567924295214 1.4660765279999999 2.722713552 22.458443912868553 7.1122999811144165 254.24449244840707
>> 258.66298383534826 1.4660765279999999 2.513274048 23.328071442858338 11.358375009822467 247.30460882552575
>> 264.8032590596402 1.4660765279999999 2.303834544 24.29796425890985 16.969522346326972 247.8337367133132
>> 279.83776051050774 1.4660765279999999 2.09439504 25.323768990154377 27.818179475523934 252.01958103498376
>> 302.54572707596077 1.4660765279999999 1.8849555359999999 26.198070306584285 40.00211236728622 262.54361470867457
>> 316.4474790006972 1.4660765279999999 1.675516032 26.74843229290594 35.411361765241196 281.036117235456
>> 351.33016643373935 1.4660765279999999 1.4660765279999999 27.183418686671093 45.38188390268664 305.9482825310527
>> 385.42946521504814 1.4660765279999999 1.256637024 27.26060383460689 47.907621252443256 337.5218439626048
>> 405.52933017605716 1.4660765279999999 1.04719752 27.01515955866209 38.277241341502474 367.2520888345546
>> 427.6684287267384 1.4660765279999999 0.837758016 26.594946843888337 30.86952856609162 396.79890016064684
>> 5671.03461799505 1.4660765279999999 0.6283185119999999 12.536360559311989 272.72469049156933 5398.309927503479
>> 5298.721411808581 1.4660765279999999 0.4188790079999998 14.266130483554063 362.9153404834582 4935.806071325121
>> 5741.150650335829 1.4660765279999999 0.2094395040000001 16.030288467744825 491.49949514765177 5249.651155188175
>> 4809.984442293526 1.4660765279999999 0.0 18.982117431697535 1323.2370476277922 3486.747394665734
>> 3622.8315167476326 1.4660765279999999 -0.2094395040000001 20.189391745382324 416.33538962981595 3206.4961271178186
>> 1493.7353626438767 1.4660765279999999 -0.4188790079999998 22.48848837973282 114.78260704251886 1378.9527556013568
>> 342.21984554733547 1.4660765279999999 -0.6283185119999999 23.366653145984507 14.888582957441546 327.33126258989387
>> 307.6638212943129 1.4660765279999999 -0.837758016 24.08468626603162 9.295689777184794 298.36813151712806
>> 302.2070187314861 1.4660765279999999 -1.0471975199999997 25.2791287945307 12.55038102291549 289.65663770857054
>> 300.9990444339254 1.4660765279999999 -1.2566370240000002 25.93444931851527 16.66653730316846 284.3325071307568
>> 283.1508747771067 1.4660765279999999 -1.4660765279999999 25.828087560588845 14.49887614117697 268.65199863592966
>> 254.3994571153369 1.4660765279999999 -1.6755160319999995 25.020048889110083 14.066295225889162 240.3331618894477
>> 256.5388554369209 1.4660765279999999 -1.884955536 25.09363159182893 19.644143893274354 236.89471154364657
>> 201.97018113445367 1.4660765279999999 -2.0943950399999998 22.732559240904514 13.344462668507818 188.6257184659458
>> 74.79638443949851 1.4660765279999999 -2.3038345440000003 9.774393168039321 0.24419940398175038 74.55218503551677
>> 51.147006061918034 1.4660765279999999 -2.513274048 5.216658222294015 -1.3497106260016072 52.496716687919644
>> 51.509974386075555 1.4660765279999999 -2.7227135519999996 4.947814810559102 -0.9483243528402016 52.458298738915744
>> 53.60055421096034 1.4660765279999999 -2.9321530559999993 4.799354687333084 -0.13365799551658541 53.73421220647693
>> 9873.396746041231 1.256637024 3.14159256 29.774610925270146 19.287297301186296 9854.109448740044
>> 788.8960114293529 1.256637024 2.9321530559999998 29.685107706343853 201.0021700723998 587.8938413569533
>> 713.6620281698579 1.256637024 2.722713552 29.332326318298556 133.46976392269357 580.1922642471644
>> 684.1479730864991 1.256637024 2.513274048 28.27661061339943 110.52438158856971 573.6235914979295
