solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
0||0.25 0.683013 0.683013 0.0669873|153.947 128.669 198.231|0|-1|-1|0.132995|1 0 0 0|2.0944 2.61799 3.66519|-1
1||0.25 0.683013 0.683013 0.0669873|153.947 123.669 203.231|0|-1|-1|0.13156|1 0 0 0|2.0944 2.61799 3.66519|-1
2||1.05367e-08 -0.707107 -0.707107 1.05367e-08|161.379 105.152 210.699|0|-1|-1|0.129625|1 0 0 0|0 3.14159 1.5708|-1
3||1.29048e-08 -0.707107 -0.707107 7.45058e-09|161.379 100.152 210.699|0|-1|-1|0.12904|1 0 0 0|0 3.14159 1.5708|-1
4||0.25 0.683013 0.683013 0.0669873|153.947 123.669 198.231|0|-1|-1|0.128168|1 0 0 0|2.0944 2.61799 3.66519|-1
5||0.46679 0.545007 -0.673028 -0.179184|248.16 266.007 139.61|0|-1|-1|0.127894|1 0 0 0|4.39823 2.0944 2.61799|-1
6||0.25 0.683013 0.683013 0.0669873|153.947 128.669 203.231|0|-1|-1|0.122121|1 0 0 0|2.0944 2.61799 3.66519|-1
7||0.25 0.683013 0.683013 0.0669873|158.947 123.669 203.231|0|-1|-1|0.120396|1 0 0 0|2.0944 2.61799 3.66519|-1
8||0.25 0.683013 0.683013 0.0669873|148.947 123.669 198.231|0|-1|-1|0.120007|1 0 0 0|2.0944 2.61799 3.66519|-1
9||0.25 0.683013 0.683013 0.0669873|148.947 128.669 198.231|0|-1|-1|0.119832|1 0 0 0|2.0944 2.61799 3.66519|-1
10||0.25 0.683013 0.683013 0.0669873|153.947 128.669 193.231|0|-1|-1|0.119175|1 0 0 0|2.0944 2.61799 3.66519|-1
11||0.612372 0.707107 3.2262e-09 -0.353553|138.372 260.539 230.741|0|-1|-1|0.119123|1 0 0 0|3.66519 1.5708 3.66519|-1
12||1.05367e-08 0.707107 0.707107 1.05367e-08|161.379 100.152 205.699|0|-1|-1|0.119118|1 0 0 0|0 3.14159 1.5708|-1
13||0 -0.707107 -0.707107 -1.05367e-08|161.379 105.152 205.699|0|-1|-1|0.118964|1 0 0 0|0 3.14159 1.5708|-1
14||0.25 -0.683013 0.683013 -0.0669873|268.907 269.24 251.164|0|-1|-1|0.117862|1 0 0 0|1.0472 2.61799 5.75959|-1
15||0.026168 -0.471671 -0.72631 0.499315|215.963 154.374 273.589|0|-1|-1|0.117299|1 0 0 0|3.76991 2.0944 5.75959|-1
16||0.25 0.683013 0.683013 0.0669873|158.947 128.669 198.231|0|-1|-1|0.116551|1 0 0 0|2.0944 2.61799 3.66519|-1
17||0.135476 -0.493844 0.0782172 0.855363|264.211 255.091 288.197|0|-1|-1|0.116412|1 0 0 0|5.02655 1.0472 4.71239|-1
18||0.493844 0.135476 -0.855363 0.0782172|284.211 174.909 136.803|0|-1|-1|0.116231|1 0 0 0|4.39823 2.0944 1.5708|-1
19||0.25 0.683013 0.683013 0.0669873|158.947 128.669 203.231|0|-1|-1|0.116154|1 0 0 0|2.0944 2.61799 3.66519|-1
20||0.25 0.683013 0.683013 0.0669873|153.947 123.669 208.231|0|-1|-1|0.115945|1 0 0 0|2.0944 2.61799 3.66519|-1
21||0.224144 -0.836516 0.482963 0.12941|184.259 356.628 245.539|0|-1|-1|0.115622|1 0 0 0|0 2.61799 5.23599|-1
22||0.25 0.683013 0.683013 0.0669873|148.947 128.669 193.231|0|-1|-1|0.115031|1 0 0 0|2.0944 2.61799 3.66519|-1
23||0.683013 0.183013 0.183013 -0.683013|111.379 331.396 244.564|0|-1|-1|0.114965|1 0 0 0|3.14159 0.523599 4.71239|-1
24||0.612372 -0.612372 0.353553 -0.353553|182.215 353.197 298.621|0|-1|-1|0.114815|1 0 0 0|1.0472 1.5708 0|-1
25||0.25 0.683013 0.683013 0.0669873|153.947 118.669 208.231|0|-1|-1|0.114753|1 0 0 0|2.0944 2.61799 3.66519|-1
