solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
0||0.579484 0.489074 -0.103956 0.643582|259.593 346.771 -33.9086|0|-1|-1|0.146432|1 0 0 0|2.51327 1.0472 2.0944|-1
1||0.5 0.683013 -0.183013 -0.5|349.823 498.909 161.656|0|-1|-1|0.145286|1 0 0 0|4.18879 1.5708 3.66519|-1
2||0.579484 0.489074 -0.103956 0.643582|259.593 346.771 -38.9086|0|-1|-1|0.138499|1 0 0 0|2.51327 1.0472 2.0944|-1
3||0.808504 -0.31466 -0.388573 0.310356|412.822 -26.5728 190.353|0|-1|-1|0.137092|1 0 0 0|5.02655 1.0472 0.523599|-1
4||0.183013 0.683013 -0.183013 -0.683013|478.158 424.001 266.26|0|-1|-1|0.136631|1 0 0 0|4.71239 1.5708 4.18879|-1
5||0.393167 0.445503 -0.226995 0.771634|304.196 421.886 20.8482|0|-1|-1|0.136615|1 0 0 0|2.51327 1.0472 1.5708|-1
6||0.267617 -0.154508 -0.475528 0.823639|520.997 369.509 263.343|0|-1|-1|0.135604|1 0 0 0|3.76991 1.0472 0|-1
7||0.864839 0.419335 -0.27232 -0.0453243|289.791 318.992 -44.8343|0|-1|-1|0.135465|1 0 0 0|3.76991 1.0472 2.61799|-1
8||0.579484 0.489074 -0.103956 0.643582|259.593 341.771 -33.9086|0|-1|-1|0.135238|1 0 0 0|2.51327 1.0472 2.0944|-1
9||0.683013 0.0669873 -0.25 -0.683013|144.137 285.745 -10.0161|0|-1|-1|0.134659|1 0 0 0|5.23599 0.523599 2.61799|-1
10||0.965926 -0.12941 0.224144 -0|60.3751 26.1133 140.177|0|-1|-1|0.134519|1 0 0 0|1.0472 0.523599 5.23599|-1
11||0.456773 -0.0905243 0.861281 -0.203368|146.259 178.898 508.909|0|-1|-1|0.133874|1 0 0 0|1.88496 2.0944 5.23599|-1
12||0.456773 -0.0905243 0.861281 -0.203368|146.259 178.898 513.909|0|-1|-1|0.13343|1 0 0 0|1.88496 2.0944 5.23599|-1
13||0.393167 0.445503 -0.226995 0.771634|304.196 421.886 15.8482|0|-1|-1|0.132238|1 0 0 0|2.51327 1.0472 1.5708|-1
14||0.183013 -0.183013 -0.683013 -0.683013|291.26 1.84177 35.9988|0|-1|-1|0.132043|1 0 0 0|0 1.5708 2.61799|-1
15||0.579484 0.489074 -0.103956 0.643582|259.593 341.771 -38.9086|0|-1|-1|0.131351|1 0 0 0|2.51327 1.0472 2.0944|-1
16||0.258819 -0.482963 0.836516 1.17804e-08|338.703 184.693 523.708|0|-1|-1|0.13113|1 0 0 0|1.0472 2.61799 5.23599|-1
17||0.707107 0.707107 -7.45058e-09 -1.05367e-08|131.842 448.158 77.3749|0|-1|-1|0.130549|1 0 0 0|3.14159 1.5708 3.14159|-1
18||0.180057 0.371572 0.334565 -0.847101|296.431 499.582 323.25|0|-1|-1|0.130411|1 0 0 0|3.76991 1.0472 5.23599|-1
19||0.12941 -0.965926 1.29048e-08 0.224144|252.141 316.058 523.708|0|-1|-1|0.129728|1 0 0 0|5.23599 2.61799 5.23599|-1
20||0.267617 -0.154508 0.475528 -0.823639|202.322 517.228 258.343|0|-1|-1|0.129603|1 0 0 0|2.51327 1.0472 0|-1
21||0.836516 -0.224144 0.12941 -0.482963|-18.8054 208.072 120.797|0|-1|-1|0.129369|1 0 0 0|1.0472 0.523599 0|-1
22||0.808504 -0.31466 -0.388573 0.310356|417.822 -26.5728 190.353|0|-1|-1|0.128152|1 0 0 0|5.02655 1.0472 0.523599|-1
23||0.12941 -0.965926 5.26836e-09 0.224144|252.141 311.058 523.708|0|-1|-1|0.127912|1 0 0 0|5.23599 2.61799 5.23599|-1
24||0.25 0.433013 0.75 -0.433013|186.656 324.823 513.909|0|-1|-1|0.127782|1 0 0 0|3.14159 2.0944 5.23599|-1
25||0.224144 -0.836516 0.482963 -0.12941|216.382 341.744 509.328|0|-1|-1|0.126853|1 0 0 0|1.0472 2.61799 0|-1
26||0.864839 0.419335 -0.27232 -0.0453243|289.791 313.992 -44.8343|0|-1|-1|0.126715|1 0 0 0|3.76991 1.0472 2.61799|-1
27||0.5 -0.683013 0.183013 -0.5|-28.7081 273.25 313.344|0|-1|-1|0.126307|1 0 0 0|1.0472 1.5708 0.523599|-1
28||0.25 0.433013 0.75 -0.433013|186.656 319.823 513.909|0|-1|-1|0.126287|1 0 0 0|3.14159 2.0944 5.23599|-1
29||0.456773 -0.0905243 0.861281 -0.203368|146.259 183.898 513.909|0|-1|-1|0.126242|1 0 0 0|1.88496 2.0944 5.23599|-1
30||0.267617 -0.154508 -0.475528 0.823639|525.997 369.509 263.343|0|-1|-1|0.125991|1 0 0 0|3.76991 1.0472 0|-1
31||0.0669873 0.25 0.933013 -0.25|201.26 150.824 455.016|0|-1|-1|0.12535|1 0 0 0|3.14159 2.61799 5.75959|-1
32||0.393167 0.445503 -0.226995 0.771634|304.196 416.886 20.8482|0|-1|-1|0.124893|1 0 0 0|2.51327 1.0472 1.5708|-1
33||0.0453243 -0.27232 0.419335 -0.864839|278.244 525.3 185.353|0|-1|-1|0.124793|1 0 0 0|2.51327 1.0472 0.523599|-1
34||0.933013 0.183013 0.183013 0.25|116.557 89.9939 2.81271|0|-1|-1|0.124293|1 0 0 0|2.0944 0.523599 3.66519|-1
35||0.545007 0.46679 0.179184 0.673028|161.808 231.728 -44.8343|0|-1|-1|0.123558|1 0 0 0|1.88496 1.0472 2.61799|-1
36||7.45058e-09 0.224144 0.12941 -0.965926|464.625 418.887 140.177|0|-1|-1|0.123401|1 0 0 0|5.23599 0.523599 4.18879|-1
37||0.707107 0.707107 -5.26836e-09 5.26836e-09|131.842 448.158 82.3749|0|-1|-1|0.122955|1 0 0 0|3.14159 1.5708 3.14159|-1
38||0.31466 0.808504 -0.310356 -0.388573|407.822 481.573 264.647|0|-1|-1|0.122821|1 0 0 0|4.39823 2.0944 3.66519|-1
39||0.965926 -0.12941 0.224144 5.26836e-09|55.3751 26.1133 135.177|0|-1|-1|0.122608|1 0 0 0|1.0472 0.523599 5.23599|-1
40||0.0669873 0.25 0.933013 -0.25|201.26 150.824 460.016|0|-1|-1|0.122544|1 0 0 0|3.14159 2.61799 5.75959|-1
41||0.707107 0.353553 -0.612372 7.90253e-09|492.187 274.647 53.6147|0|-1|-1|0.122515|1 0 0 0|4.18879 1.5708 2.0944|-1
42||0.393167 -0.445503 0.226995 0.771634|458.752 114.693 273.494|0|-1|-1|0.122491|1 0 0 0|5.65487 1.0472 4.71239|-1
43||0.5 0.183013 0.683013 -0.5|53.9884 396.344 396.385|0|-1|-1|0.122384|1 0 0 0|2.61799 1.5708 5.23599|-1
44||0.808504 -0.31466 -0.388573 0.310356|412.822 -31.5728 190.353|0|-1|-1|0.122025|1 0 0 0|5.02655 1.0472 0.523599|-1
45||0.224144 0.12941 -0.482963 0.836516|441.385 457.187 185.353|0|-1|-1|0.121991|1 0 0 0|3.14159 1.0472 0.523599|-1
46||0.471671 0.026168 -0.499315 -0.72631|321.326 179.817 -59.8343|0|-1|-1|0.121835|1 0 0 0|5.65487 1.0472 2.61799|-1
47||0.5 -0.5 -0.5 0.5|463.158 96.8424 402.625|0|-1|-1|0.1217|1 0 0 0|4.71239 1.5708 0|-1
48||0.393167 -0.445503 0.226995 0.771634|453.752 114.693 278.494|0|-1|-1|0.121683|1 0 0 0|5.65487 1.0472 4.71239|-1
49||0.72631 -0.499315 0.026168 -0.471671|-102.379 156.748 230.353|0|-1|-1|0.121663|1 0 0 0|0.628319 1.0472 0.523599|-1
50||0.267617 -0.154508 -0.475528 0.823639|520.997 374.509 263.343|0|-1|-1|0.121635|1 0 0 0|3.76991 1.0472 0|-1
51||0.183013 0.683013 -0.183013 -0.683013|483.158 424.001 266.26|0|-1|-1|0.121444|1 0 0 0|4.71239 1.5708 4.18879|-1
52||0.5 0.5 0.5 0.5|36.8418 101.842 82.3749|0|-1|-1|0.121158|1 0 0 0|1.5708 1.5708 3.14159|-1
53||0.224144 -0.836516 -0.482963 0.12941|177.96 124.099 504.328|0|-1|-1|0.121052|1 0 0 0|5.23599 2.61799 0|-1
54||0.933013 0.183013 0.183013 0.25|111.557 89.9939 2.81271|0|-1|-1|0.121042|1 0 0 0|2.0944 0.523599 3.66519|-1
55||0.545007 0.46679 0.179184 0.673028|156.808 221.728 -49.8343|0|-1|-1|0.120942|1 0 0 0|1.88496 1.0472 2.61799|-1
56||0.808504 -0.31466 -0.388573 0.310356|412.822 -31.5728 195.353|0|-1|-1|0.120601|1 0 0 0|5.02655 1.0472 0.523599|-1
57||0.31466 -0.808504 0.310356 -0.388573|57.5725 351.145 416.012|0|-1|-1|0.120592|1 0 0 0|1.25664 2.0944 0.523599|-1
58||0.612372 0.353553 -0.612372 0.353553|424.002 319.203 41.8424|0|-1|-1|0.120569|1 0 0 0|3.66519 1.5708 1.5708|-1
59||0.471671 -0.026168 -0.499315 0.72631|552.379 298.252 195.353|0|-1|-1|0.120385|1 0 0 0|3.76991 1.0472 0.523599|-1
60||0.224144 -0.836516 0.482963 -0.12941|216.382 336.744 509.328|0|-1|-1|0.120373|1 0 0 0|1.0472 2.61799 0|-1
61||0.183013 -0.5 0.5 0.683013|454.834 136.485 201.26|0|-1|-1|0.120306|1 0 0 0|5.75959 1.5708 4.18879|-1
62||0.683013 0.0669873 -0.25 -0.683013|144.137 290.745 -10.0161|0|-1|-1|0.120263|1 0 0 0|5.23599 0.523599 2.61799|-1
63||0.224144 0.836516 -0.482963 0.12941|268.344 493.909 354.823|0|-1|-1|0.120231|1 0 0 0|3.14159 2.61799 2.0944|-1
64||1.07001e-08 0.707107 1.03708e-08 0.707107|56.8418 342.625 81.8423|0|-1|-1|0.120115|1 0 0 0|1.5708 1.5708 1.5708|-1
65||0.0905243 -0.456773 -0.203368 0.861281|436.508 386.53 328.25|0|-1|-1|0.120037|1 0 0 0|4.39823 1.0472 5.23599|-1
66||0.5 0.183013 0.683013 -0.5|53.9884 401.344 391.385|0|-1|-1|0.119671|1 0 0 0|2.61799 1.5708 5.23599|-1
67||0.5 0.183013 0.683013 -0.5|53.9884 396.344 391.385|0|-1|-1|0.119646|1 0 0 0|2.61799 1.5708 5.23599|-1
68||0 0.224144 -0.12941 -0.965926|483.203 330.637 60.1146|0|-1|-1|0.119603|1 0 0 0|5.23599 0.523599 4.18879|-1
69||1.05367e-08 0.224144 0.12941 -0.965926|459.625 418.887 140.177|0|-1|-1|0.11947|1 0 0 0|5.23599 0.523599 4.18879|-1
70||0.180057 0.371572 0.334565 -0.847101|291.431 499.582 323.25|0|-1|-1|0.119424|1 0 0 0|3.76991 1.0472 5.23599|-1
71||0.0453243 -0.27232 0.419335 -0.864839|278.244 525.3 190.353|0|-1|-1|0.119413|1 0 0 0|2.51327 1.0472 0.523599|-1
72||0.933013 0.183013 0.183013 0.25|111.557 84.9939 7.81271|0|-1|-1|0.119387|1 0 0 0|2.0944 0.523599 3.66519|-1
73||0.861281 0.203368 -0.456773 -0.0905243|363.741 118.898 -58.9086|0|-1|-1|0.119343|1 0 0 0|4.39823 1.0472 2.0944|-1
74||0.933013 0.183013 0.183013 0.25|116.557 89.9939 7.81271|0|-1|-1|0.119321|1 0 0 0|2.0944 0.523599 3.66519|-1
75||0.27232 -0.0453243 -0.864839 0.419335|417.8 221.893 346.012|0|-1|-1|0.119192|1 0 0 0|3.76991 2.0944 0.523599|-1
76||0.5 0.183013 0.683013 -0.5|53.9884 401.344 396.385|0|-1|-1|0.119043|1 0 0 0|2.61799 1.5708 5.23599|-1
77||0.0669873 0.683013 -0.683013 -0.25|422.208 269.324 331.344|0|-1|-1|0.118974|1 0 0 0|5.23599 2.61799 3.66519|-1
78||0.224144 0.836516 -0.482963 0.12941|268.344 498.909 354.823|0|-1|-1|0.118912|1 0 0 0|3.14159 2.61799 2.0944|-1
79||0.965926 -0.258819 0 -7.45058e-09|56.8423 -14.0015 170.797|0|-1|-1|0.118892|1 0 0 0|0 0.523599 0|-1
80||7.45058e-09 -1.29048e-08 1 7.45058e-09|383.158 57.3749 433.158|0|-1|-1|0.118886|1 0 0 0|0 3.14159 3.14159|-1
81||0.183013 0.5 -0.5 0.683013|309.176 515.016 208.74|0|-1|-1|0.118743|1 0 0 0|2.61799 1.5708 1.0472|-1
82||0.353553 0.612372 -0.353553 -0.612372|483.158 411.385 166.656|0|-1|-1|0.118693|1 0 0 0|4.71239 1.5708 3.66519|-1
83||0.847101 -0.334565 0.371572 0.180057|148.569 -49.5819 283.25|0|-1|-1|0.11863|1 0 0 0|0.628319 1.0472 5.23599|-1
84||0.482963 -0.12941 -0.224144 0.836516|538.805 241.928 120.797|0|-1|-1|0.118541|1 0 0 0|4.18879 0.523599 0|-1
85||6.1777e-09 0.707107 8.53571e-09 0.707107|56.8418 337.625 81.8423|0|-1|-1|0.11808|1 0 0 0|1.5708 1.5708 1.5708|-1
86||1.29048e-08 7.45058e-09 1 -1.29048e-08|383.158 57.3749 438.158|0|-1|-1|0.118037|1 0 0 0|0 3.14159 3.14159|-1
87||0.482963 -0.12941 -0.224144 0.836516|538.805 236.928 120.797|0|-1|-1|0.118002|1 0 0 0|4.18879 0.523599 0|-1
88||0.388573 -0.310356 0.808504 -0.31466|134.582 246.433 534.834|0|-1|-1|0.117892|1 0 0 0|1.88496 2.0944 5.75959|-1
89||0.612372 0.353553 -0.612372 0.353553|424.002 314.203 41.8424|0|-1|-1|0.11782|1 0 0 0|3.66519 1.5708 1.5708|-1
90||0.707107 8.11908e-09 -0.707107 -1.35603e-08|478.158 12.3749 81.8423|0|-1|-1|0.11772|1 0 0 0|4.71239 1.5708 1.5708|-1
91||0.393167 -0.445503 0.226995 0.771634|453.752 119.693 278.494|0|-1|-1|0.117642|1 0 0 0|5.65487 1.0472 4.71239|-1
92||0.683013 0.0669873 -0.25 -0.683013|144.137 285.745 -15.0161|0|-1|-1|0.117642|1 0 0 0|5.23599 0.523599 2.61799|-1
93||0.933013 0.183013 0.183013 0.25|111.557 89.9939 7.81271|0|-1|-1|0.117591|1 0 0 0|2.0944 0.523599 3.66519|-1
94||0.393167 0.445503 -0.226995 0.771634|304.196 426.886 20.8482|0|-1|-1|0.117557|1 0 0 0|2.51327 1.0472 1.5708|-1
95||0.12941 -0.965926 -5.26836e-09 0.224144|257.141 311.058 523.708|0|-1|-1|0.117463|1 0 0 0|5.23599 2.61799 5.23599|-1
96||0.25 0.683013 0.683013 0.0669873|12.7919 150.676 396.344|0|-1|-1|0.117453|1 0 0 0|2.0944 2.61799 3.66519|-1
97||0.353553 0.612372 -0.612372 0.353553|337.625 467.094 171.506|0|-1|-1|0.117387|1 0 0 0|3.14159 2.0944 1.5708|-1
98||0.31466 0.808504 -0.310356 -0.388573|407.822 476.573 264.647|0|-1|-1|0.117363|1 0 0 0|4.39823 2.0944 3.66519|-1
99||0.267617 0.154508 0.475528 0.823639|301.441 7.31578 -34.0015|0|-1|-1|0.117282|1 0 0 0|0.628319 1.0472 3.14159|-1
100||0.393167 -0.445503 0.226995 0.771634|453.752 114.693 273.494|0|-1|-1|0.117207|1 0 0 0|5.65487 1.0472 4.71239|-1
101||0.224144 0.12941 -0.482963 0.836516|441.385 457.187 190.353|0|-1|-1|0.117204|1 0 0 0|3.14159 1.0472 0.523599|-1
102||0.0669873 0.25 0.933013 -0.25|196.26 150.824 460.016|0|-1|-1|0.117106|1 0 0 0|3.14159 2.61799 5.75959|-1
