solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
0||0.258819 -0.482963 -0.836516 -5.26836e-09|297.42 65.2443 217.948|0|-1|-1|0.146607|1 0 0 0|5.23599 2.61799 1.0472|-1
1||0.836516 0.224144 0.12941 -0.482963|138.773 331.37 257.052|0|-1|-1|0.143898|1 0 0 0|3.14159 0.523599 4.18879|-1
2||1.05367e-08 -0.866025 -0.5 1.17804e-08|138.773 123.44 275.002|0|-1|-1|0.143692|1 0 0 0|0 3.14159 1.0472|-1
3||0.258819 -0.482963 -0.836516 5.26836e-09|297.42 65.2443 212.948|0|-1|-1|0.143636|1 0 0 0|5.23599 2.61799 1.0472|-1
4||0.183013 -0.683013 -0.183013 0.683013|300.002 196.745 392.351|0|-1|-1|0.142632|1 0 0 0|4.71239 1.5708 5.23599|-1
5||0.258819 -0.482963 -0.836516 -5.26836e-09|297.42 60.2443 217.948|0|-1|-1|0.140068|1 0 0 0|5.23599 2.61799 1.0472|-1
6||0.183013 0.5 0.5 0.683013|277.052 113.63 113.773|0|-1|-1|0.139079|1 0 0 0|1.0472 1.5708 2.61799|-1
7||0.25 0.25 -0.0669873 0.933013|353.768 246.134 95.2808|0|-1|-1|0.138812|1 0 0 0|2.0944 0.523599 1.5708|-1
8||0.353553 -0.353553 -0.612372 0.612372|369.719 111.796 278.291|0|-1|-1|0.138435|1 0 0 0|4.18879 1.5708 0|-1
9||0.258819 -0.482963 -0.836516 5.26836e-09|297.42 60.2443 212.948|0|-1|-1|0.138206|1 0 0 0|5.23599 2.61799 1.0472|-1
10||0.258819 -0 1.05367e-08 0.965926|382.351 226.745 164.998|0|-1|-1|0.132685|1 0 0 0|0 0 3.66519|-1
11||0.12941 -0.482963 -0.836516 -0.224144|288.255 64.6441 192.553|0|-1|-1|0.132529|1 0 0 0|0 2.61799 2.0944|-1
12||1.05367e-08 -0.866025 -0.5 1.05367e-08|133.773 123.44 275.002|0|-1|-1|0.132133|1 0 0 0|0 3.14159 1.0472|-1
13||0.226995 -0.771634 -0.393167 -0.445503|158.387 170.612 131.796|0|-1|-1|0.132069|1 0 0 0|0.628319 2.0944 1.5708|-1
14||0.27232 0.0453243 0.864839 0.419335|377.725 117.646 287.886|0|-1|-1|0.132019|1 0 0 0|0.628319 2.0944 3.66519|-1
15||0.75 -0.433013 0.25 0.433013|236.745 112.597 352.853|0|-1|-1|0.131886|1 0 0 0|0 1.0472 5.23599|-1
16||0.353553 8.73658e-09 0.707107 -0.612372|333.867 312.008 351.227|0|-1|-1|0.131846|1 0 0 0|2.61799 1.5708 5.75959|-1
17||0.482963 0.12941 0.224144 -0.836516|213.255 380.356 327.447|0|-1|-1|0.131795|1 0 0 0|3.14159 0.523599 5.23599|-1
18||0.226995 -0.771634 -0.393167 -0.445503|153.387 170.612 131.796|0|-1|-1|0.131756|1 0 0 0|0.628319 2.0944 1.5708|-1
19||0.75 0.433013 0.25 -0.433013|138.773 307.008 313.867|0|-1|-1|0.131563|1 0 0 0|3.14159 1.0472 4.18879|-1
20||0.183013 0.5 0.5 0.683013|252.052 143.63 88.7727|0|-1|-1|0.131206|1 0 0 0|1.0472 1.5708 2.61799|-1
21||0.258819 -0.482963 -0.836516 -7.45058e-09|292.42 60.2443 212.948|0|-1|-1|0.130522|1 0 0 0|5.23599 2.61799 1.0472|-1
22||0.25 -0.25 -0.933013 -0.0669873|285.455 104.41 240.237|0|-1|-1|0.130265|1 0 0 0|5.23599 2.61799 1.5708|-1
23||0.836516 0.224144 0.12941 -0.482963|133.773 331.37 257.052|0|-1|-1|0.128699|1 0 0 0|3.14159 0.523599 4.18879|-1
24||0.700629 0.404508 -0.293893 -0.509037|218.043 371.855 169.763|0|-1|-1|0.128314|1 0 0 0|4.39823 1.0472 3.14159|-1
25||0.0905243 0.456773 0.203368 0.861281|284.751 237.14 49.6441|0|-1|-1|0.12818|1 0 0 0|1.25664 1.0472 2.0944|-1
26||0.0905243 0.456773 -0.203368 -0.861281|379.561 314.302 298.867|0|-1|-1|0.126977|1 0 0 0|5.02655 1.0472 4.18879|-1
27||0.673028 -0.179184 0.46679 -0.545007|127.31 354.847 371.57|0|-1|-1|0.126608|1 0 0 0|1.88496 1.0472 5.75959|-1
28||0.0905243 0.456773 0.203368 0.861281|279.751 237.14 54.6441|0|-1|-1|0.126376|1 0 0 0|1.25664 1.0472 2.0944|-1
29||0.25 0.25 0.0669873 -0.933013|285.455 350.59 324.763|0|-1|-1|0.125997|1 0 0 0|4.18879 0.523599 4.71239|-1
30||0.707107 0.353553 -0.612372 1.05367e-08|204.601 272.886 122.649|0|-1|-1|0.125758|1 0 0 0|4.18879 1.5708 2.0944|-1
31||0.353553 0.353553 0.612372 0.612372|299.763 74.2934 176.709|0|-1|-1|0.125744|1 0 0 0|1.0472 1.5708 3.14159|-1
32||0.353553 0.612372 0.353553 0.612372|224.998 113.44 108.773|0|-1|-1|0.125092|1 0 0 0|1.5708 1.5708 2.61799|-1
33||0.353553 -0.353553 0.612372 0.612372|386.227 184.998 331.56|0|-1|-1|0.124839|1 0 0 0|0 1.5708 4.18879|-1
34||0.226995 0.771634 -0.393167 0.445503|245.569 344.096 126.796|0|-1|-1|0.124837|1 0 0 0|2.51327 2.0944 1.5708|-1
35||0.489074 0.579484 -0.643582 0.103956|307.218 329.491 117.147|0|-1|-1|0.124794|1 0 0 0|3.76991 2.0944 2.0944|-1
36||0.25 -0.183013 -0.183013 0.933013|384.814 233.168 229.386|0|-1|-1|0.124422|1 0 0 0|4.18879 0.523599 5.75959|-1
37||0.25 0.0669873 -0.25 0.933013|387.351 254.617 154.644|0|-1|-1|0.12404|1 0 0 0|3.14159 0.523599 0.523599|-1
38||0.353553 0.612372 0.353553 -0.612372|227.265 280.374 381.982|0|-1|-1|0.124008|1 0 0 0|3.66519 1.5708 4.71239|-1
39||0.482963 0.258819 9.12506e-09 -0.836516|217.42 384.756 297.052|0|-1|-1|0.123571|1 0 0 0|4.18879 0.523599 4.18879|-1
40||0.0905243 0.456773 -0.203368 -0.861281|384.561 314.302 298.867|0|-1|-1|0.123412|1 0 0 0|5.02655 1.0472 4.18879|-1
41||0.433013 -0.75 -0.433013 -0.25|103.773 172.992 131.133|0|-1|-1|0.123169|1 0 0 0|0 2.0944 1.0472|-1
42||0.258819 -0.482963 -0.836516 -0|222.42 70.2443 262.948|0|-1|-1|0.123141|1 0 0 0|5.23599 2.61799 1.0472|-1
43||0.0905243 0.456773 0.203368 0.861281|279.751 237.14 49.6441|0|-1|-1|0.12307|1 0 0 0|1.25664 1.0472 2.0944|-1
