solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
81||0.5 0.5 -0.5 0.5|215.698 173.902 30.6052|0|-1|-1|0.107433|1 0 0 0|3.14159 1.5708 1.5708|-1
82||0.499315 -0.72631 0.471671 -0.026168|236.344 285.057 286.127|0|-1|-1|0.107343|1 0 0 0|0.628319 2.0944 5.75959|-1
83||0.612372 -0.612372 -0.353553 0.353553|172.946 118.245 275.698|0|-1|-1|0.1073|1 0 0 0|5.23599 1.5708 0|-1
84||0.5 -0.183013 -0.683013 -0.5|243.83 286.289 64.8465|0|-1|-1|0.107134|1 0 0 0|5.75959 1.5708 2.0944|-1
85||0.836516 0.224144 -0.12941 0.482963|137.133 68.9897 109.779|0|-1|-1|0.107094|1 0 0 0|3.14159 0.523599 2.0944|-1
86||0.224144 -0.836516 0.482963 -0.12941|240.754 312.244 215.493|0|-1|-1|0.10707|1 0 0 0|1.0472 2.61799 0|-1
87||0.393167 0.445503 0.226995 -0.771634|252.362 232.297 335.353|0|-1|-1|0.106895|1 0 0 0|3.76991 1.0472 4.71239|-1
88||0.103956 0.643582 0.579484 -0.489074|156.19 103 282.413|0|-1|-1|0.106838|1 0 0 0|3.76991 2.0944 5.23599|-1
89||0.179184 0.673028 0.545007 0.46679|225.272 147.203 115.275|0|-1|-1|0.106825|1 0 0 0|1.25664 2.0944 2.61799|-1
90||0.707107 -1.29048e-08 1.29048e-08 0.707107|265.698 115.605 216.098|0|-1|-1|0.106815|1 0 0 0|0 0 4.71239|-1
91||0.27232 0.0453243 0.864839 0.419335|393.725 163.926 253.83|0|-1|-1|0.10681|1 0 0 0|0.628319 2.0944 3.66519|-1
92||5.26836e-09 0.836516 0.482963 -0.258819|158.89 72.6164 265.221|0|-1|-1|0.1068|1 0 0 0|4.18879 2.61799 5.23599|-1
93||0.579484 -0.489074 -0.103956 -0.643582|194.058 360.437 125.668|0|-1|-1|0.106571|1 0 0 0|0.628319 1.0472 1.0472|-1
94||0.5 -0.683013 -0.183013 0.5|126.666 145.668 384.028|0|-1|-1|0.106542|1 0 0 0|5.23599 1.5708 5.75959|-1
95||0.154508 -0.267617 0.823639 -0.475528|388.943 214.483 241.282|0|-1|-1|0.106343|1 0 0 0|2.51327 2.0944 0|-1
96||0.183013 -0.5 0.5 0.683013|311.127 334.37 296.955|0|-1|-1|0.106223|1 0 0 0|5.75959 1.5708 4.18879|-1
97||0.683013 -0.683013 0.183013 -0.183013|83.2445 317.054 320.698|0|-1|-1|0.106013|1 0 0 0|0.523599 1.5708 0|-1
98||0.310356 -0.388573 -0.31466 0.808504|256.195 143.622 374.725|0|-1|-1|0.106006|1 0 0 0|4.39823 1.0472 5.75959|-1
99||0.471671 0.026168 0.499315 0.72631|362.937 130.313 272.427|0|-1|-1|0.105995|1 0 0 0|0.628319 1.0472 3.66519|-1
100||0.258819 0.482963 -0.836516 -1.05367e-08|250.004 283.085 87.5671|0|-1|-1|0.105982|1 0 0 0|4.18879 2.61799 2.0944|-1
101||0.224144 -0.836516 0.482963 -0.12941|150.754 367.244 295.493|0|-1|-1|0.105976|1 0 0 0|1.0472 2.61799 0|-1
102||0.353553 0.353553 0.612372 0.612372|262.054 113.245 244.302|0|-1|-1|0.105963|1 0 0 0|1.0472 1.5708 3.14159|-1
103||0.258819 0.482963 -0.836516 -5.26836e-09|250.004 278.085 92.5671|0|-1|-1|0.105942|1 0 0 0|4.18879 2.61799 2.0944|-1
104||0.12941 0.224144 -0.836516 0.482963|390.154 159.077 177.573|0|-1|-1|0.105912|1 0 0 0|3.14159 2.0944 0.523599|-1
105||0.475528 -0.823639 0.267617 -0.154508|182.443 331.446 256.282|0|-1|-1|0.105898|1 0 0 0|0.628319 2.0944 0|-1
106||5.26836e-09 5.26836e-09 0.5 -0.866025|319.395 230.493 314.88|0|-1|-1|0.105532|1 0 0 0|3.14159 1.0472 0|-1
107||0.310356 -0.388573 -0.31466 0.808504|316.195 133.622 334.725|0|-1|-1|0.105491|1 0 0 0|4.39823 1.0472 5.75959|-1
108||0.352244 0.497261 0.0522642 0.791154|337.347 107.619 102.587|0|-1|-1|0.105444|1 0 0 0|1.88496 1.0472 2.0944|-1
109||0.836516 -0.224144 -0.12941 0.482963|214.648 97.0547 257.705|0|-1|-1|0.105433|1 0 0 0|5.23599 0.523599 0|-1
110||0.823639 0.475528 -0.154508 -0.267617|141.057 279.483 213.718|0|-1|-1|0.105253|1 0 0 0|3.76991 1.0472 3.14159|-1
111||0.224144 -0.836516 0.482963 -0.12941|235.754 312.244 215.493|0|-1|-1|0.105237|1 0 0 0|1.0472 2.61799 0|-1
112||0.103956 0.643582 -0.579484 0.489074|274.876 269.377 147.07|0|-1|-1|0.105109|1 0 0 0|2.51327 2.0944 1.0472|-1
113||0.0669873 -0.683013 0.683013 -0.25|232.855 317.376 133.711|0|-1|-1|0.105108|1 0 0 0|2.0944 2.61799 0.523599|-1
114||0.771634 0.226995 -0.445503 0.393167|218.704 166.642 93.2445|0|-1|-1|0.10502|1 0 0 0|3.76991 1.0472 1.5708|-1
115||1.49012e-08 -0.612372 0.353553 0.707107|272.158 359.725 301.955|0|-1|-1|0.104727|1 0 0 0|5.23599 1.5708 4.18879|-1
116||0.823639 0.475528 -0.154508 -0.267617|141.057 279.483 208.718|0|-1|-1|0.104659|1 0 0 0|3.76991 1.0472 3.14159|-1
117||0.353553 0.612372 -0.353553 -0.612372|208.902 395.154 232.867|0|-1|-1|0.104593|1 0 0 0|4.71239 1.5708 3.66519|-1
118||0.026168 -0.471671 -0.72631 0.499315|303.656 49.9426 286.127|0|-1|-1|0.10453|1 0 0 0|3.76991 2.0944 5.75959|-1
119||0.135476 0.493844 -0.0782172 0.855363|259.719 227.7 113.245|0|-1|-1|0.104497|1 0 0 0|1.88496 1.0472 1.5708|-1
120||0.27232 0.0453243 -0.864839 -0.419335|293.332 257.919 190.275|0|-1|-1|0.104431|1 0 0 0|5.65487 2.0944 2.61799|-1
121||0 -0.224144 -0.12941 -0.965926|316.477 266.127 239.779|0|-1|-1|0.10412|1 0 0 0|2.0944 0.523599 1.0472|-1
122||0.353553 -0.353553 -0.612372 0.612372|279.841 119.647 260.698|0|-1|-1|0.104078|1 0 0 0|4.18879 1.5708 0|-1
123||0.267617 -0.154508 -0.475528 0.823639|295.009 154.457 319.88|0|-1|-1|0.103947|1 0 0 0|3.76991 1.0472 0|-1
124||0.683013 -0.5 -0.5 0.183013|172.567 117.587 207.133|0|-1|-1|0.103866|1 0 0 0|5.23599 1.5708 0.523599|-1
125||0.393167 0.445503 -0.226995 0.771634|333.102 176.547 118.245|0|-1|-1|0.103845|1 0 0 0|2.51327 1.0472 1.5708|-1
126||0.12941 -0.224144 -0.836516 -0.482963|371.955 187.842 140.275|0|-1|-1|0.103805|1 0 0 0|0 2.0944 2.61799|-1
127||0.791154 0.0522642 -0.497261 -0.352244|207.653 237.381 102.587|0|-1|-1|0.103797|1 0 0 0|5.02655 1.0472 2.0944|-1
128||0.183013 -0.5 0.5 0.683013|306.127 334.37 296.955|0|-1|-1|0.103706|1 0 0 0|5.75959 1.5708 4.18879|-1
129||0.643582 -0.103956 0.489074 0.579484|314.876 130.623 322.93|0|-1|-1|0.10337|1 0 0 0|0.628319 1.0472 4.18879|-1
130||0.5 -1.39388e-08 -7.45058e-09 -0.866025|272.867 390.154 221.098|0|-1|-1|0.103079|1 0 0 0|0 0 2.0944|-1
131||0.352244 -0.497261 0.0522642 -0.791154|213.738 334.403 190.668|0|-1|-1|0.103073|1 0 0 0|1.25664 1.0472 1.0472|-1
132||0.393167 0.445503 0.226995 -0.771634|257.362 232.297 340.353|0|-1|-1|0.102915|1 0 0 0|3.76991 1.0472 4.71239|-1
133||0.612372 0.353553 -0.612372 -0.353553|158.902 326.955 180.972|0|-1|-1|0.102657|1 0 0 0|4.71239 1.5708 2.61799|-1
134||0.579484 -0.489074 -0.103956 -0.643582|219.058 345.437 160.668|0|-1|-1|0.102394|1 0 0 0|0.628319 1.0472 1.0472|-1
135||0.27232 -0.0453243 -0.864839 0.419335|284.791 132.865 187.573|0|-1|-1|0.102259|1 0 0 0|3.76991 2.0944 0.523599|-1
136||0.808504 0.31466 -0.388573 -0.310356|188.169 256.424 128.873|0|-1|-1|0.102248|1 0 0 0|4.39823 1.0472 2.61799|-1
137||0.933013 -0.0669873 0.25 0.25|171.981 79.7916 292.054|0|-1|-1|0.102233|1 0 0 0|1.0472 0.523599 4.71239|-1
138||0.0669873 -0.683013 0.683013 -0.25|232.855 322.376 133.711|0|-1|-1|0.102192|1 0 0 0|2.0944 2.61799 0.523599|-1
139||0.836516 -5.26836e-09 -0.258819 0.482963|200.62 121.859 163.879|0|-1|-1|0.102069|1 0 0 0|4.18879 0.523599 1.0472|-1
140||0.353553 0.612372 0.353553 -0.612372|165.12 185.493 379.395|0|-1|-1|0.101849|1 0 0 0|3.66519 1.5708 4.71239|-1
141||0.183013 -0.683013 -0.183013 -0.683013|164.507 269.88 85.6052|0|-1|-1|0.101581|1 0 0 0|1.0472 1.5708 1.5708|-1
142||0.836516 -0.224144 -0.12941 0.482963|214.648 92.0547 257.705|0|-1|-1|0.10157|1 0 0 0|5.23599 0.523599 0|-1
143||0.5 0.683013 -0.183013 0.5|156.17 153.711 34.8465|0|-1|-1|0.101549|1 0 0 0|2.61799 1.5708 2.0944|-1
144||0.791154 0.0522642 -0.497261 -0.352244|212.653 237.381 102.587|0|-1|-1|0.101389|1 0 0 0|5.02655 1.0472 2.0944|-1
145||0.861281 0.203368 0.456773 0.0905243|214.15 96.3307 302.93|0|-1|-1|0.101381|1 0 0 0|1.88496 1.0472 4.18879|-1
146||0.0669873 -0.683013 0.683013 -0.25|232.855 317.376 138.711|0|-1|-1|0.101305|1 0 0 0|2.0944 2.61799 0.523599|-1
147||0.933013 -0.0669873 0.25 0.25|131.981 64.7916 292.054|0|-1|-1|0.101286|1 0 0 0|1.0472 0.523599 4.71239|-1
148||0.352244 0.497261 0.0522642 0.791154|332.347 107.619 102.587|0|-1|-1|0.101237|1 0 0 0|1.88496 1.0472 2.0944|-1
149||0.183013 -0.683013 0.683013 0.183013|265.698 375.353 264.841|0|-1|-1|0.101155|1 0 0 0|0 2.61799 4.71239|-1
150||0.154508 -0.267617 0.823639 -0.475528|388.943 209.483 241.282|0|-1|-1|0.101065|1 0 0 0|2.51327 2.0944 0|-1
151||0.836516 0.224144 -0.12941 0.482963|142.133 68.9897 114.779|0|-1|-1|0.101057|1 0 0 0|3.14159 0.523599 2.0944|-1
152||9.12506e-09 5.26836e-09 0.5 -0.866025|329.395 235.493 319.88|0|-1|-1|0.101043|1 0 0 0|3.14159 1.0472 0|-1
153||0.183013 0.25 -0.933013 -0.183013|305.321 269.317 205.63|0|-1|-1|0.100775|1 0 0 0|5.23599 2.61799 2.61799|-1
154||0.183013 -0.183013 -0.683013 0.683013|336.755 157.946 260.698|0|-1|-1|0.100697|1 0 0 0|3.66519 1.5708 0|-1
155||0.353553 0.612372 0.612372 -0.353553|224.302 132.946 336.755|0|-1|-1|0.100555|1 0 0 0|3.14159 2.0944 4.71239|-1
156||0.419335 0.864839 -0.0453243 -0.27232|136.275 281.074 243.83|0|-1|-1|0.100478|1 0 0 0|3.76991 2.0944 3.66519|-1
157||0.0669873 -0.683013 0.683013 -0.25|232.855 322.376 138.711|0|-1|-1|0.100444|1 0 0 0|2.0944 2.61799 0.523599|-1
158||0.419335 0.864839 0.0453243 0.27232|81.6676 197.081 170.275|0|-1|-1|0.100243|1 0 0 0|2.51327 2.0944 2.61799|-1
159||0.353553 0.612372 -0.353553 0.612372|304.88 175.493 70.6052|0|-1|-1|0.100214|1 0 0 0|2.61799 1.5708 1.5708|-1
160||0.499315 -0.72631 -0.471671 0.026168|67.063 105.313 127.573|0|-1|-1|0.100202|1 0 0 0|5.65487 2.0944 0.523599|-1
161||0.353553 -1.23554e-08 -0.707107 0.612372|332.413 172.567 167.133|0|-1|-1|0.100123|1 0 0 0|3.66519 1.5708 0.523599|-1
162||0.224144 0.12941 -0.482963 0.836516|400.154 193.711 206.17|0|-1|-1|0.0999546|1 0 0 0|3.14159 1.0472 0.523599|-1
163||0.183013 -0.683013 -0.183013 -0.683013|169.507 274.88 85.6052|0|-1|-1|0.0999443|1 0 0 0|1.0472 1.5708 1.5708|-1
164||0.0669873 -0.25 0.933013 0.25|385.154 207.427 219.077|0|-1|-1|0.0998926|1 0 0 0|0 2.61799 3.66519|-1
165||7.45058e-09 -0.836516 -0.482963 -0.258819|189.996 141.915 157.567|0|-1|-1|0.0997962|1 0 0 0|2.0944 2.61799 1.0472|-1
166||0.475528 0.823639 -0.267617 -0.154508|78.509 315.386 230.12|0|-1|-1|0.0996943|1 0 0 0|3.76991 2.0944 3.14159|-1
167||0.154508 0.267617 0.823639 0.475528|376.491 134.614 195.12|0|-1|-1|0.0996329|1 0 0 0|0.628319 2.0944 3.14159|-1
168||0.823639 0.475528 -0.154508 -0.267617|141.057 284.483 213.718|0|-1|-1|0.0995948|1 0 0 0|3.76991 1.0472 3.14159|-1
169||0.475528 -0.823639 -0.267617 0.154508|126.057 175.517 256.282|0|-1|-1|0.0995186|1 0 0 0|5.65487 2.0944 0|-1
170||0.183013 -0.933013 -0.25 0.183013|113.573 124.982 252.158|0|-1|-1|0.0994973|1 0 0 0|5.23599 2.61799 5.75959|-1
171||0.183013 0.25 -0.933013 -0.183013|300.321 269.317 205.63|0|-1|-1|0.0994108|1 0 0 0|5.23599 2.61799 2.61799|-1
172||0.183013 0.25 0.933013 0.183013|315.905 148.252 164.077|0|-1|-1|0.0993995|1 0 0 0|1.0472 2.61799 3.66519|-1
173||0.224144 -0.836516 0.482963 -0.12941|145.754 367.244 290.493|0|-1|-1|0.0993906|1 0 0 0|1.0472 2.61799 0|-1
174||0.683013 0.183013 0.183013 -0.683013|224.302 331.755 332.054|0|-1|-1|0.0993415|1 0 0 0|3.14159 0.523599 4.71239|-1
175||0.12941 -0.482963 -0.836516 0.224144|304.246 27.7558 210.493|0|-1|-1|0.0993182|1 0 0 0|4.18879 2.61799 0|-1
176||0.103956 -0.643582 0.579484 0.489074|305.942 275.437 289.332|0|-1|-1|0.0991994|1 0 0 0|5.65487 2.0944 4.18879|-1
177||1.4428e-08 0.353553 0.612372 -0.707107|254.332 166.666 384.028|0|-1|-1|0.0990609|1 0 0 0|2.61799 1.5708 0.523599|-1
178||0.433013 -0.75 0.433013 0.25|242.133 257.433 322.413|0|-1|-1|0.0988558|1 0 0 0|0 2.0944 5.23599|-1
179||0.933013 -0.25 0.0669873 0.25|163.045 143.873 284.37|0|-1|-1|0.0988054|1 0 0 0|0 0.523599 5.75959|-1
180||0.0669873 -0.933013 0.25 0.25|80.875 314.507 279.841|0|-1|-1|0.0987763|1 0 0 0|5.23599 2.61799 4.71239|-1
181||0.258819 9.12506e-09 -7.45058e-09 0.965926|325.154 202.133 306.098|0|-1|-1|0.0987134|1 0 0 0|0 0 3.66519|-1
182||0.352244 -0.497261 0.0522642 -0.791154|213.738 334.403 195.668|0|-1|-1|0.0986463|1 0 0 0|1.25664 1.0472 1.0472|-1
183||0.683013 -0.183013 0.683013 0.183013|277.705 143.718 349.395|0|-1|-1|0.098595|1 0 0 0|1.0472 1.5708 4.71239|-1
184||0.224144 -0.836516 0.482963 -0.12941|145.754 367.244 295.493|0|-1|-1|0.0985919|1 0 0 0|1.0472 2.61799 0|-1
185||0.183013 -0.683013 -0.683013 -0.183013|219.302 53.2445 127.946|0|-1|-1|0.0985477|1 0 0 0|0 2.61799 1.5708|-1
186||0.791154 -0.0522642 -0.497261 0.352244|206.262 145.597 120.668|0|-1|-1|0.0985066|1 0 0 0|4.39823 1.0472 1.0472|-1
