solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
17||0.419335 -0.864839 0.0453243 -0.27232|15.3613 253.143 403.178|0|-1|-1|0.117218|1 0 0 0|0.628319 2.0944 0.523599|-1
18||0.75 0.433013 0.25 -0.433013|50.6224 298.344 158.488|0|-1|-1|0.116398|1 0 0 0|3.14159 1.0472 4.18879|-1
19||0.847101 -0.334565 -0.371572 -0.180057|140.597 -2.32132 152.352|0|-1|-1|0.116393|1 0 0 0|5.65487 1.0472 1.0472|-1
20||0.673028 -0.179184 -0.46679 0.545007|448.808 121.701 219.018|0|-1|-1|0.116227|1 0 0 0|4.39823 1.0472 0.523599|-1
21||0.482963 -0.12941 0.224144 -0.836516|88.4456 401.54 225.731|0|-1|-1|0.116154|1 0 0 0|2.0944 0.523599 0|-1
22||0.5 -0.183013 -0.683013 0.5|443.431 149.138 300.371|0|-1|-1|0.115834|1 0 0 0|4.18879 1.5708 0.523599|-1
23||0.0669873 -0.25 -0.933013 -0.25|280.476 -41.2413 235.917|0|-1|-1|0.115651|1 0 0 0|0 2.61799 2.61799|-1
24||0.183013 0.25 0.933013 0.183013|229.744 -25.7814 295.42|0|-1|-1|0.115489|1 0 0 0|1.0472 2.61799 3.66519|-1
25||0.612372 0.353553 0.612372 -0.353553|25.5458 239.269 351.507|0|-1|-1|0.115469|1 0 0 0|2.61799 1.5708 4.71239|-1
26||0.183013 0.25 0.933013 0.183013|234.744 -25.7814 295.42|0|-1|-1|0.115451|1 0 0 0|1.0472 2.61799 3.66519|-1
27||0.847101 -0.334565 -0.371572 -0.180057|145.597 2.67868 157.352|0|-1|-1|0.115104|1 0 0 0|5.65487 1.0472 1.0472|-1
28||0.823639 0.475528 -0.154508 -0.267617|176.956 314.107 5.54576|0|-1|-1|0.114971|1 0 0 0|3.76991 1.0472 3.14159|-1
29||6.45239e-09 1.11759e-08 0.866025 0.5|381.507 15.5576 144.706|0|-1|-1|0.114948|1 0 0 0|0 2.0944 3.14159|-1
30||0.026168 -0.471671 -0.72631 0.499315|221.991 238.743 426.241|0|-1|-1|0.114366|1 0 0 0|3.76991 2.0944 5.75959|-1
31||0.75 0.433013 0.25 -0.433013|50.6224 293.344 158.488|0|-1|-1|0.114214|1 0 0 0|3.14159 1.0472 4.18879|-1
32||0.5 -0.5 -0.5 -0.5|47.3269 118.34 78.4932|0|-1|-1|0.114158|1 0 0 0|0 1.5708 1.5708|-1
33||0.965926 -7.45058e-09 -9.12506e-09 -0.258819|64.3506 124.629 108.34|0|-1|-1|0.113879|1 0 0 0|0 0 0.523599|-1
34||1.17804e-08 9.12506e-09 0.965926 0.258819|386.507 -4.45424 254.269|0|-1|-1|0.113861|1 0 0 0|0 2.61799 3.14159|-1
35||0.482963 0.836516 0.224144 -0.12941|64.3506 393.291 210.982|0|-1|-1|0.113477|1 0 0 0|3.14159 2.0944 3.66519|-1
36||0.25 -0.683013 0.683013 -0.0669873|277.742 315.359 397.795|0|-1|-1|0.113259|1 0 0 0|1.0472 2.61799 5.75959|-1
37||0.700629 0.404508 0.293893 0.509037|205.266 112.59 5.54576|0|-1|-1|0.113251|1 0 0 0|1.88496 1.0472 3.14159|-1
38||0.353553 0.353553 0.612372 0.612372|130.148 49.8571 92.3269|0|-1|-1|0.113214|1 0 0 0|1.0472 1.5708 3.14159|-1
39||1.17804e-08 0.5 -0.866025 1.05367e-08|409.378 195.476 341.66|0|-1|-1|0.113193|1 0 0 0|0 3.14159 4.18879|-1
40||0.700629 0.404508 0.293893 0.509037|205.266 107.59 5.54576|0|-1|-1|0.112923|1 0 0 0|1.88496 1.0472 3.14159|-1
41||0.353553 0.612372 -0.353553 0.612372|270.294 429.442 98.4932|0|-1|-1|0.112914|1 0 0 0|2.61799 1.5708 1.5708|-1
42||0.700629 0.404508 0.293893 0.509037|205.266 107.59 10.5458|0|-1|-1|0.112862|1 0 0 0|1.88496 1.0472 3.14159|-1
43||0.683013 -0.683013 0.183013 0.183013|159.524 98.34 449.378|0|-1|-1|0.112857|1 0 0 0|0 1.5708 5.75959|-1
44||0.25 -0.683013 0.683013 -0.0669873|282.742 315.359 402.795|0|-1|-1|0.112713|1 0 0 0|1.0472 2.61799 5.75959|-1
45||0.612372 0.353553 0.612372 -0.353553|30.5458 239.269 351.507|0|-1|-1|0.112692|1 0 0 0|2.61799 1.5708 4.71239|-1
46||0.183013 -0.5 0.5 -0.683013|169.719 470.022 380.371|0|-1|-1|0.112669|1 0 0 0|2.0944 1.5708 0.523599|-1
47||0.353553 -0.612372 -0.612372 -0.353553|42.3269 81.1408 159.017|0|-1|-1|0.112364|1 0 0 0|0 2.0944 1.5708|-1
48||0.183013 0.683013 0.183013 -0.683013|279.269 454.454 356.507|0|-1|-1|0.112267|1 0 0 0|4.18879 1.5708 4.71239|-1
49||0.771634 0.226995 0.445503 -0.393167|-30.8954 281.107 250.983|0|-1|-1|0.112233|1 0 0 0|2.51327 1.0472 4.71239|-1
50||0.183013 0.25 -0.933013 -0.183013|412.574 111.197 280.917|0|-1|-1|0.112007|1 0 0 0|5.23599 2.61799 2.61799|-1
51||0.353553 0.353553 0.612372 0.612372|130.148 49.8571 97.3269|0|-1|-1|0.111865|1 0 0 0|1.0472 1.5708 3.14159|-1
52||0.965926 -5.26836e-09 -0 -0.258819|64.3506 124.629 113.34|0|-1|-1|0.111596|1 0 0 0|0 0 0.523599|-1
53||0.847101 -0.334565 -0.371572 -0.180057|140.597 2.67868 147.352|0|-1|-1|0.111575|1 0 0 0|5.65487 1.0472 1.0472|-1
54||0.497261 -0.352244 0.791154 -0.0522642|242.743 158.435 445.022|0|-1|-1|0.111501|1 0 0 0|1.25664 2.0944 5.23599|-1
55||7.45058e-09 -1.05367e-08 -0.965926 0.258819|386.507 129.706 424.442|0|-1|-1|0.111462|1 0 0 0|0 2.61799 3.14159|-1
56||0.226995 0.771634 0.393167 -0.445503|140.599 369.879 400.143|0|-1|-1|0.111461|1 0 0 0|3.76991 2.0944 4.71239|-1
57||0.612372 0.353553 0.612372 -0.353553|30.5458 244.269 356.507|0|-1|-1|0.111348|1 0 0 0|2.61799 1.5708 4.71239|-1
58||0.5 -0.683013 0.183013 -0.5|-3.43056 295.862 345.371|0|-1|-1|0.110975|1 0 0 0|1.0472 1.5708 0.523599|-1
59||0.183013 -0.5 0.5 0.683013|466.241 189.083 255.476|0|-1|-1|0.110971|1 0 0 0|5.75959 1.5708 4.18879|-1
60||0.75 0.433013 0.25 -0.433013|45.6224 293.344 153.488|0|-1|-1|0.110906|1 0 0 0|3.14159 1.0472 4.18879|-1
61||0.700629 0.404508 0.293893 0.509037|205.266 112.59 10.5458|0|-1|-1|0.110779|1 0 0 0|1.88496 1.0472 3.14159|-1
62||0.27232 0.0453243 0.864839 0.419335|323.144 -29.1293 220.982|0|-1|-1|0.110496|1 0 0 0|0.628319 2.0944 3.66519|-1
63||0.404508 0.700629 0.509037 0.293893|28.4215 170.176 139.706|0|-1|-1|0.110018|1 0 0 0|1.88496 2.0944 3.14159|-1
64||0.5 -0.183013 -0.683013 0.5|448.431 149.138 300.371|0|-1|-1|0.109914|1 0 0 0|4.18879 1.5708 0.523599|-1
65||0.75 0.433013 0.25 -0.433013|50.6224 298.344 153.488|0|-1|-1|0.109898|1 0 0 0|3.14159 1.0472 4.18879|-1
66||0.700629 0.404508 0.293893 0.509037|200.266 107.59 10.5458|0|-1|-1|0.109884|1 0 0 0|1.88496 1.0472 3.14159|-1
67||0.612372 0.353553 0.612372 -0.353553|25.5458 244.269 356.507|0|-1|-1|0.109823|1 0 0 0|2.61799 1.5708 4.71239|-1
68||0.823639 0.475528 -0.154508 -0.267617|171.956 314.107 5.54576|0|-1|-1|0.109822|1 0 0 0|3.76991 1.0472 3.14159|-1
69||0.353553 -0.612372 -0.612372 -0.353553|42.3269 76.1408 164.017|0|-1|-1|0.109729|1 0 0 0|0 2.0944 1.5708|-1
70||0.75 0.433013 0.25 -0.433013|45.6224 293.344 158.488|0|-1|-1|0.109573|1 0 0 0|3.14159 1.0472 4.18879|-1
71||0.183013 0.25 0.933013 0.183013|229.744 -30.7814 295.42|0|-1|-1|0.109512|1 0 0 0|1.0472 2.61799 3.66519|-1
72||0.183013 -0.683013 -0.683013 -0.183013|42.3269 89.8571 249.852|0|-1|-1|0.109453|1 0 0 0|0 2.61799 1.5708|-1
73||0.353553 -0.612372 -0.612372 -0.353553|47.3269 81.1408 159.017|0|-1|-1|0.109409|1 0 0 0|0 2.0944 1.5708|-1
74||0.847101 -0.334565 -0.371572 -0.180057|140.597 -2.32132 157.352|0|-1|-1|0.109261|1 0 0 0|5.65487 1.0472 1.0472|-1
75||0.5 0.5 0.5 0.5|48.34 103.493 97.3269|0|-1|-1|0.109087|1 0 0 0|1.5708 1.5708 3.14159|-1
76||0.683013 -0.5 -0.5 -0.183013|127.919 -7.79466 214.524|0|-1|-1|0.108968|1 0 0 0|5.75959 1.5708 1.0472|-1
77||0.0669873 -0.25 -0.933013 -0.25|285.476 -41.2413 240.917|0|-1|-1|0.108749|1 0 0 0|0 2.61799 2.61799|-1
78||0.267617 0.154508 0.475528 0.823639|278.044 140.893 50.5458|0|-1|-1|0.108712|1 0 0 0|0.628319 1.0472 3.14159|-1
79||0.612372 0.353553 0.612372 -0.353553|5.54576 274.269 331.507|0|-1|-1|0.108708|1 0 0 0|2.61799 1.5708 4.71239|-1
80||0.673028 -0.179184 -0.46679 0.545007|453.808 121.701 219.018|0|-1|-1|0.10865|1 0 0 0|4.39823 1.0472 0.523599|-1
81||0.499315 0.72631 -0.471671 -0.026168|309.504 417.243 152.919|0|-1|-1|0.108609|1 0 0 0|3.76991 2.0944 2.61799|-1
82||0.612372 0.353553 0.612372 -0.353553|0.545758 279.269 331.507|0|-1|-1|0.108471|1 0 0 0|2.61799 1.5708 4.71239|-1
83||0.545007 0.46679 -0.179184 -0.673028|253.955 372.429 66.8216|0|-1|-1|0.108441|1 0 0 0|4.39823 1.0472 3.66519|-1
84||0.5 0.5 0.5 0.5|53.34 103.493 97.3269|0|-1|-1|0.108343|1 0 0 0|1.5708 1.5708 3.14159|-1
85||0.771634 0.226995 0.445503 -0.393167|-25.8954 286.107 245.983|0|-1|-1|0.108338|1 0 0 0|2.51327 1.0472 4.71239|-1
86||0.183013 0.683013 0.183013 -0.683013|279.269 454.454 361.507|0|-1|-1|0.108313|1 0 0 0|4.18879 1.5708 4.71239|-1
87||0.0669873 -0.25 -0.933013 -0.25|285.476 -36.2413 240.917|0|-1|-1|0.108048|1 0 0 0|0 2.61799 2.61799|-1
88||0.823639 0.475528 -0.154508 -0.267617|176.956 319.107 5.54576|0|-1|-1|0.107981|1 0 0 0|3.76991 1.0472 3.14159|-1
89||0.226995 0.771634 -0.393167 0.445503|269.451 436.158 204.017|0|-1|-1|0.107907|1 0 0 0|2.51327 2.0944 1.5708|-1
90||0.808504 0.31466 -0.388573 -0.310356|259.95 237.198 -31.2413|0|-1|-1|0.107654|1 0 0 0|4.39823 1.0472 2.61799|-1
91||0.612372 -0.707107 6.45239e-09 0.353553|221.512 106.656 454.378|0|-1|-1|0.107568|1 0 0 0|5.75959 1.5708 5.75959|-1
92||0.419335 -0.864839 0.0453243 -0.27232|15.3613 253.143 398.178|0|-1|-1|0.107338|1 0 0 0|0.628319 2.0944 0.523599|-1
93||0.482963 0.836516 0.224144 -0.12941|64.3506 388.291 210.982|0|-1|-1|0.107336|1 0 0 0|3.14159 2.0944 3.66519|-1
94||0.0669873 -0.683013 0.683013 -0.25|296.55 394.683 343.291|0|-1|-1|0.107308|1 0 0 0|2.0944 2.61799 0.523599|-1
95||0.823639 -0.475528 0.154508 -0.267617|35.4617 123.121 335.294|0|-1|-1|0.107263|1 0 0 0|0.628319 1.0472 0|-1
96||0.489074 -0.579484 -0.643582 -0.103956|121.163 28.1355 256.512|0|-1|-1|0.10725|1 0 0 0|5.65487 2.0944 1.0472|-1
97||0.180057 -0.371572 0.334565 0.847101|470.898 216.335 193.488|0|-1|-1|0.107244|1 0 0 0|5.65487 1.0472 4.18879|-1
98||1.05367e-08 -0 0.965926 0.258819|391.507 -4.45424 254.269|0|-1|-1|0.107188|1 0 0 0|0 2.61799 3.14159|-1
99||0.75 0.433013 0.25 -0.433013|55.6224 298.344 158.488|0|-1|-1|0.107104|1 0 0 0|3.14159 1.0472 4.18879|-1
100||0.707107 -0.353553 0.612372 -8.73658e-09|169.58 106.822 405.649|0|-1|-1|0.107053|1 0 0 0|1.0472 1.5708 5.23599|-1
101||0.612372 0.353553 0.612372 -0.353553|5.54576 279.269 331.507|0|-1|-1|0.1069|1 0 0 0|2.61799 1.5708 4.71239|-1
102||0.183013 -0.933013 0.25 -0.183013|178.401 351.201 373.291|0|-1|-1|0.106862|1 0 0 0|1.0472 2.61799 0.523599|-1
103||0.404508 0.700629 0.509037 0.293893|33.4215 170.176 139.706|0|-1|-1|0.106851|1 0 0 0|1.88496 2.0944 3.14159|-1
104||0.482963 -0.12941 0.224144 -0.836516|93.4456 401.54 225.731|0|-1|-1|0.106791|1 0 0 0|2.0944 0.523599 0|-1
105||0.267617 0.154508 0.475528 0.823639|278.044 140.893 45.5458|0|-1|-1|0.106741|1 0 0 0|0.628319 1.0472 3.14159|-1
106||0.183013 -0.5 0.5 -0.683013|174.719 470.022 380.371|0|-1|-1|0.106727|1 0 0 0|2.0944 1.5708 0.523599|-1
107||0.0522642 0.791154 0.352244 0.497261|29.4948 257.434 134.138|0|-1|-1|0.106673|1 0 0 0|1.25664 2.0944 2.0944|-1
108||0.5 -0.683013 0.183013 -0.5|1.56944 300.862 345.371|0|-1|-1|0.106644|1 0 0 0|1.0472 1.5708 0.523599|-1
109||0.27232 -0.0453243 -0.864839 0.419335|429.639 196.857 358.178|0|-1|-1|0.106634|1 0 0 0|3.76991 2.0944 0.523599|-1
110||0.267617 0.154508 0.475528 0.823639|283.044 140.893 50.5458|0|-1|-1|0.106507|1 0 0 0|0.628319 1.0472 3.14159|-1
111||0.183013 -0.25 0.933013 -0.183013|290.718 135.777 402.795|0|-1|-1|0.106477|1 0 0 0|2.0944 2.61799 5.75959|-1
112||0.707107 0.707107 -1.18538e-08 5.4305e-09|63.4933 361.66 102.327|0|-1|-1|0.106475|1 0 0 0|3.14159 1.5708 3.14159|-1
113||0.27232 -0.0453243 -0.864839 0.419335|434.639 196.857 358.178|0|-1|-1|0.106414|1 0 0 0|3.76991 2.0944 0.523599|-1
114||0.5 0.183013 0.683013 0.5|174.719 -15.0222 184.629|0|-1|-1|0.106377|1 0 0 0|1.0472 1.5708 3.66519|-1
115||0.183013 -0.933013 0.25 -0.183013|178.401 356.201 373.291|0|-1|-1|0.106331|1 0 0 0|1.0472 2.61799 0.523599|-1
116||0.612372 -0.707107 -1.11759e-08 0.353553|226.512 101.656 454.378|0|-1|-1|0.10626|1 0 0 0|5.75959 1.5708 5.75959|-1
117||0.497261 0.352244 -0.791154 -0.0522642|420.505 197.566 174.138|0|-1|-1|0.106227|1 0 0 0|4.39823 2.0944 2.0944|-1
118||0.183013 -0.5 0.5 0.683013|471.241 189.083 255.476|0|-1|-1|0.106179|1 0 0 0|5.75959 1.5708 4.18879|-1
119||0.847101 -0.334565 -0.371572 -0.180057|115.597 32.6787 127.352|0|-1|-1|0.106116|1 0 0 0|5.65487 1.0472 1.0472|-1
120||0.75 0.433013 0.25 -0.433013|50.6224 293.344 153.488|0|-1|-1|0.106091|1 0 0 0|3.14159 1.0472 4.18879|-1
121||0.183013 0.5 0.5 0.683013|74.6323 147.352 60.6224|0|-1|-1|0.105967|1 0 0 0|1.0472 1.5708 2.61799|-1
122||0.0782172 -0.855363 -0.135476 -0.493844|46.9413 301.391 164.017|0|-1|-1|0.105936|1 0 0 0|1.25664 2.0944 1.5708|-1
123||0.353553 0.353553 0.612372 0.612372|125.148 49.8571 97.3269|0|-1|-1|0.105927|1 0 0 0|1.0472 1.5708 3.14159|-1
124||0.433013 0.25 -0.433013 0.75|454.378 360.368 127.352|0|-1|-1|0.105875|1 0 0 0|3.14159 1.0472 1.0472|-1
125||0.864839 0.419335 -0.27232 -0.0453243|172.904 229.876 13.7587|0|-1|-1|0.105852|1 0 0 0|3.76991 1.0472 2.61799|-1
126||0.489074 -0.579484 -0.643582 -0.103956|121.163 23.1355 256.512|0|-1|-1|0.10575|1 0 0 0|5.65487 2.0944 1.0472|-1
127||0.683013 -0.683013 0.183013 0.183013|154.524 98.34 449.378|0|-1|-1|0.10574|1 0 0 0|0 1.5708 5.75959|-1
128||0.700629 0.404508 0.293893 0.509037|200.266 107.59 5.54576|0|-1|-1|0.105738|1 0 0 0|1.88496 1.0472 3.14159|-1
129||0.965926 0 0 -0.258819|59.3506 124.629 108.34|0|-1|-1|0.105642|1 0 0 0|0 0 0.523599|-1
130||0.180057 -0.371572 0.334565 0.847101|470.898 216.335 188.488|0|-1|-1|0.105627|1 0 0 0|5.65487 1.0472 4.18879|-1
131||0.0669873 -0.683013 0.683013 -0.25|291.55 394.683 343.291|0|-1|-1|0.105596|1 0 0 0|2.0944 2.61799 0.523599|-1
132||0.836516 0.224144 0.12941 -0.482963|35.6224 247.648 99.6323|0|-1|-1|0.105594|1 0 0 0|3.14159 0.523599 4.18879|-1
133||0.861281 0.203368 0.456773 0.0905243|78.6418 48.0906 173.488|0|-1|-1|0.105576|1 0 0 0|1.88496 1.0472 4.18879|-1
134||0.700629 0.404508 0.293893 0.509037|200.266 112.59 10.5458|0|-1|-1|0.10557|1 0 0 0|1.88496 1.0472 3.14159|-1
135||0.683013 0.183013 -0.683013 -0.183013|316.66 129.629 84.3506|0|-1|-1|0.10556|1 0 0 0|4.71239 1.5708 2.0944|-1
136||0.026168 -0.471671 -0.72631 0.499315|216.991 238.743 436.241|0|-1|-1|0.105506|1 0 0 0|3.76991 2.0944 5.75959|-1
137||0.183013 0.25 -0.933013 -0.183013|417.574 106.197 275.917|0|-1|-1|0.105478|1 0 0 0|5.23599 2.61799 2.61799|-1
138||0.683013 0.683013 0.183013 0.183013|14.8571 284.852 97.3269|0|-1|-1|0.105419|1 0 0 0|2.61799 1.5708 3.14159|-1
139||0.482963 -0.12941 0.224144 -0.836516|88.4456 401.54 230.731|0|-1|-1|0.105139|1 0 0 0|2.0944 0.523599 0|-1
140||0.31466 -0.808504 0.310356 -0.388573|144.762 345.452 358.178|0|-1|-1|0.10503|1 0 0 0|1.25664 2.0944 0.523599|-1
141||0.183013 0.25 -0.933013 -0.183013|412.574 111.197 275.917|0|-1|-1|0.105025|1 0 0 0|5.23599 2.61799 2.61799|-1
142||0.612372 -0.353553 -0.612372 -0.353553|134.706 45.5576 78.4932|0|-1|-1|0.105021|1 0 0 0|5.75959 1.5708 1.5708|-1
143||0.5 -0.183013 -0.683013 -0.5|240.982 56.7087 19.3506|0|-1|-1|0.104978|1 0 0 0|5.75959 1.5708 2.0944|-1
144||0.026168 -0.471671 -0.72631 0.499315|216.991 243.743 431.241|0|-1|-1|0.104976|1 0 0 0|3.76991 2.0944 5.75959|-1
145||0.707107 0 0 -0.707107|77.3269 351.507 108.34|0|-1|-1|0.104976|1 0 0 0|0 0 1.5708|-1
146||0.683013 0.183013 -0.683013 -0.183013|321.66 134.629 89.3506|0|-1|-1|0.104929|1 0 0 0|4.71239 1.5708 2.0944|-1
147||0.612372 -0.353553 0.612372 -0.353553|48.34 200.476 399.378|0|-1|-1|0.104916|1 0 0 0|1.5708 1.5708 5.75959|-1
148||0.026168 -0.471671 -0.72631 0.499315|216.991 238.743 426.241|0|-1|-1|0.104886|1 0 0 0|3.76991 2.0944 5.75959|-1
149||0.545007 0.46679 0.179184 0.673028|253.94 208.005 -21.2413|0|-1|-1|0.104866|1 0 0 0|1.88496 1.0472 2.61799|-1
150||0.5 0.183013 0.683013 -0.5|76.8216 315.42 415.649|0|-1|-1|0.104749|1 0 0 0|2.61799 1.5708 5.23599|-1
151||0.353553 -0.353553 -0.612372 -0.612372|164.629 88.34 24.3506|0|-1|-1|0.104688|1 0 0 0|0 1.5708 2.0944|-1
152||0.808504 0.31466 -0.388573 -0.310356|184.95 247.198 23.7587|0|-1|-1|0.104665|1 0 0 0|4.39823 1.0472 2.61799|-1
153||0.404508 0.700629 0.509037 0.293893|28.4215 175.176 139.706|0|-1|-1|0.104661|1 0 0 0|1.88496 2.0944 3.14159|-1
154||0.183013 0.5 0.5 -0.683013|240.982 388.291 440.649|0|-1|-1|0.1046|1 0 0 0|3.66519 1.5708 5.23599|-1
155||0.5 -0.683013 0.183013 -0.5|-3.43056 300.862 345.371|0|-1|-1|0.104563|1 0 0 0|1.0472 1.5708 0.523599|-1
156||0.183013 0.25 -0.933013 -0.183013|417.574 106.197 280.917|0|-1|-1|0.104523|1 0 0 0|5.23599 2.61799 2.61799|-1
157||0.612372 0.353553 -0.353553 0.612372|382.673 274.852 94.8571|0|-1|-1|0.104462|1 0 0 0|3.14159 1.0472 1.5708|-1
158||0.612372 0.353553 -0.353553 0.612372|377.673 274.852 94.8571|0|-1|-1|0.104452|1 0 0 0|3.14159 1.0472 1.5708|-1
159||0.847101 -0.334565 -0.371572 -0.180057|115.597 27.6787 127.352|0|-1|-1|0.104443|1 0 0 0|5.65487 1.0472 1.0472|-1
160||0.771634 0.226995 0.445503 -0.393167|-30.8954 276.107 250.983|0|-1|-1|0.104426|1 0 0 0|2.51327 1.0472 4.71239|-1
161||0.183013 0.5 0.5 -0.683013|245.982 388.291 440.649|0|-1|-1|0.104378|1 0 0 0|3.66519 1.5708 5.23599|-1
162||0.183013 0.5 0.5 -0.683013|245.982 388.291 435.649|0|-1|-1|0.104372|1 0 0 0|3.66519 1.5708 5.23599|-1
163||0.612372 -0.353553 -0.612372 -0.353553|134.706 50.5576 73.4932|0|-1|-1|0.104318|1 0 0 0|5.75959 1.5708 1.5708|-1
164||0.836516 -0.224144 0.12941 -0.482963|-0.561135 219.586 220.731|0|-1|-1|0.104305|1 0 0 0|1.0472 0.523599 0|-1
165||0.353553 0.612372 -0.353553 0.612372|275.294 429.442 98.4932|0|-1|-1|0.104294|1 0 0 0|2.61799 1.5708 1.5708|-1
166||0.12941 -0.482963 0.836516 0.224144|394.378 138.488 293.344|0|-1|-1|0.104279|1 0 0 0|0 2.61799 4.18879|-1
167||0.12941 -0.224144 -0.836516 -0.482963|200.476 2.20534 157.919|0|-1|-1|0.104261|1 0 0 0|0 2.0944 2.61799|-1
168||0.683013 0.0669873 -0.25 -0.683013|127.258 250.359 17.2053|0|-1|-1|0.104252|1 0 0 0|5.23599 0.523599 2.61799|-1
169||0.12941 -0.224144 -0.836516 -0.482963|200.476 2.20534 162.919|0|-1|-1|0.104238|1 0 0 0|0 2.0944 2.61799|-1
170||0.12941 -0.482963 0.836516 0.224144|394.378 138.488 298.344|0|-1|-1|0.104198|1 0 0 0|0 2.61799 4.18879|-1
171||0.673028 -0.179184 -0.46679 0.545007|453.808 121.701 224.018|0|-1|-1|0.104149|1 0 0 0|4.39823 1.0472 0.523599|-1
172||0.499315 0.72631 -0.471671 -0.026168|304.504 417.243 152.919|0|-1|-1|0.104087|1 0 0 0|3.76991 2.0944 2.61799|-1
173||0.5 -0.183013 -0.683013 -0.5|240.982 56.7087 24.3506|0|-1|-1|0.104081|1 0 0 0|5.75959 1.5708 2.0944|-1
174||0.183013 -0.5 0.5 0.683013|436.241 219.083 240.476|0|-1|-1|0.10402|1 0 0 0|5.75959 1.5708 4.18879|-1
175||0.5 0.183013 0.683013 0.5|244.719 -20.0222 134.629|0|-1|-1|0.103991|1 0 0 0|1.0472 1.5708 3.66519|-1
176||9.12506e-09 5.26836e-09 -0.965926 0.258819|381.507 129.706 429.442|0|-1|-1|0.103951|1 0 0 0|0 2.61799 3.14159|-1
177||0.12941 -0.482963 0.836516 0.224144|454.378 198.488 333.344|0|-1|-1|0.103883|1 0 0 0|0 2.61799 4.18879|-1
178||0.836516 -0.224144 -0.12941 0.482963|361.554 38.46 175.731|0|-1|-1|0.103823|1 0 0 0|5.23599 0.523599 0|-1
179||1.05367e-08 -0.866025 -0.5 -1.17804e-08|20.6224 154.524 341.66|0|-1|-1|0.103822|1 0 0 0|0 3.14159 1.0472|-1
180||0.545007 0.46679 -0.179184 -0.673028|253.955 367.429 66.8216|0|-1|-1|0.103812|1 0 0 0|4.39823 1.0472 3.66519|-1
181||0.673028 0.179184 -0.46679 -0.545007|236.06 266.995 -56.2413|0|-1|-1|0.103786|1 0 0 0|5.02655 1.0472 2.61799|-1
182||0.707107 1.05367e-08 0 -0.707107|72.3269 351.507 108.34|0|-1|-1|0.103776|1 0 0 0|0 0 1.5708|-1
183||0.612372 0.353553 -0.353553 0.612372|382.673 274.852 89.8571|0|-1|-1|0.103765|1 0 0 0|3.14159 1.0472 1.5708|-1
184||0.545007 0.46679 -0.179184 -0.673028|248.955 372.429 61.8216|0|-1|-1|0.103763|1 0 0 0|4.39823 1.0472 3.66519|-1
