solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
16||0.771634 -0.226995 0.445503 0.393167|275.011 -83.8084 296.393|0|-1|-1|0.122217|1 0 0 0|0.628319 1.0472 4.71239|-1
17||0.683013 -0.683013 -0.183013 0.183013|198.607 -15.1672 431.633|0|-1|-1|0.121783|1 0 0 0|5.75959 1.5708 0|-1
18||0.683013 -0.683013 -0.183013 0.183013|203.607 -20.1672 436.633|0|-1|-1|0.12173|1 0 0 0|5.75959 1.5708 0|-1
19||0.683013 -0.683013 -0.183013 0.183013|198.607 -20.1672 436.633|0|-1|-1|0.121589|1 0 0 0|5.75959 1.5708 0|-1
20||0.861281 -0.203368 -0.456773 0.0905243|308.136 -124.464 84.2878|0|-1|-1|0.121003|1 0 0 0|5.02655 1.0472 1.0472|-1
21||0.471671 -0.026168 0.499315 -0.72631|130.072 484.538 362.994|0|-1|-1|0.120236|1 0 0 0|2.51327 1.0472 5.75959|-1
22||0.683013 0.683013 -0.183013 -0.183013|153.607 490.167 -21.6331|0|-1|-1|0.119767|1 0 0 0|3.66519 1.5708 3.14159|-1
23||0.836516 -0.224144 0.12941 0.482963|330.951 -72.4967 200.698|0|-1|-1|0.119535|1 0 0 0|0 0.523599 5.23599|-1
24||0.179184 0.673028 0.545007 0.46679|-84.6129 50.4071 52.0063|0|-1|-1|0.119268|1 0 0 0|1.25664 2.0944 2.61799|-1
25||0.836516 -0.224144 0.12941 0.482963|330.951 -77.4967 200.698|0|-1|-1|0.119099|1 0 0 0|0 0.523599 5.23599|-1
26||0.791154 0.0522642 0.497261 0.352244|158.426 -80.2029 177.503|0|-1|-1|0.118907|1 0 0 0|1.25664 1.0472 4.18879|-1
27||0.353553 0.353553 -0.612372 0.612372|512.618 405.71 186.569|0|-1|-1|0.118834|1 0 0 0|3.14159 1.5708 1.0472|-1
28||0.683013 -0.183013 0.183013 0.683013|456.633 -14.6022 166.499|0|-1|-1|0.118692|1 0 0 0|0 0.523599 4.71239|-1
29||0.224144 0.12941 0.482963 -0.836516|303.431 514.393 367.994|0|-1|-1|0.118374|1 0 0 0|3.14159 1.0472 5.75959|-1
30||0.183013 -0.183013 -0.683013 0.683013|494.602 298.501 431.633|0|-1|-1|0.118325|1 0 0 0|3.66519 1.5708 0|-1
31||0.771634 -0.226995 0.445503 0.393167|275.011 -78.8084 301.393|0|-1|-1|0.118116|1 0 0 0|0.628319 1.0472 4.71239|-1
32||1.29048e-08 -1.29048e-08 -0.707107 0.707107|424.166 410.71 426.633|0|-1|-1|0.118011|1 0 0 0|3.14159 1.5708 0|-1
33||0.352244 -0.497261 0.0522642 -0.791154|-26.9873 434.819 39.2878|0|-1|-1|0.117934|1 0 0 0|1.25664 1.0472 1.0472|-1
34||0.791154 0.0522642 0.497261 0.352244|158.426 -80.2029 182.503|0|-1|-1|0.117828|1 0 0 0|1.25664 1.0472 4.18879|-1
35||0.352244 -0.497261 0.0522642 -0.791154|-26.9873 439.819 39.2878|0|-1|-1|0.117624|1 0 0 0|1.25664 1.0472 1.0472|-1
36||0.836516 -0.482963 0.12941 0.224144|201.569 -54.3929 357.994|0|-1|-1|0.117596|1 0 0 0|0 1.0472 5.75959|-1
37||0.683013 0.683013 -0.183013 -0.183013|148.607 490.167 -16.6331|0|-1|-1|0.1174|1 0 0 0|3.66519 1.5708 3.14159|-1
38||0.224144 -9.12506e-09 0.965926 0.12941|351.09 -24.5973 417.3|0|-1|-1|0.117291|1 0 0 0|1.0472 2.61799 4.18879|-1
39||0.46679 0.545007 -0.673028 -0.179184|514.613 364.593 112.006|0|-1|-1|0.117242|1 0 0 0|4.39823 2.0944 2.61799|-1
40||0.683013 -0.683013 -0.183013 0.183013|203.607 -20.1672 431.633|0|-1|-1|0.117216|1 0 0 0|5.75959 1.5708 0|-1
41||0.808504 -0.31466 -0.388573 0.310356|372.523 -71.4386 214.996|0|-1|-1|0.117202|1 0 0 0|5.02655 1.0472 0.523599|-1
42||0.183013 -0.183013 0.683013 0.683013|432.564 44.2903 194.049|0|-1|-1|0.117053|1 0 0 0|0 1.5708 3.66519|-1
43||0.404508 0.700629 -0.509037 -0.293893|366.759 429.752 99.8204|0|-1|-1|0.117049|1 0 0 0|4.39823 2.0944 3.14159|-1
44||0.419335 -0.864839 -0.0453243 0.27232|234.095 169.947 546.203|0|-1|-1|0.116969|1 0 0 0|5.65487 2.0944 5.75959|-1
45||0.683013 0.683013 -0.183013 0.183013|211.569 405.71 -22.6176|0|-1|-1|0.116848|1 0 0 0|3.14159 1.5708 2.61799|-1
46||0.471671 -0.026168 0.499315 -0.72631|135.072 484.538 362.994|0|-1|-1|0.116466|1 0 0 0|2.51327 1.0472 5.75959|-1
47||0.183013 -0.183013 -0.683013 0.683013|499.602 293.501 426.633|0|-1|-1|0.116458|1 0 0 0|3.66519 1.5708 0|-1
48||0.183013 -0.183013 -0.683013 0.683013|499.602 293.501 431.633|0|-1|-1|0.116417|1 0 0 0|3.66519 1.5708 0|-1
49||0.612372 -0.612372 -0.353553 0.353553|328.501 -14.6022 436.633|0|-1|-1|0.116413|1 0 0 0|5.23599 1.5708 0|-1
50||0.836516 -5.26836e-09 0.258819 0.482963|259.694 -63.7047 93.6312|0|-1|-1|0.116354|1 0 0 0|1.0472 0.523599 4.18879|-1
51||5.26836e-09 -1.39388e-08 0.5 -0.866025|429.166 478.901 310.18|0|-1|-1|0.116278|1 0 0 0|3.14159 1.0472 0|-1
52||0.353553 0.353553 -0.612372 0.612372|512.618 405.71 181.569|0|-1|-1|0.116137|1 0 0 0|3.14159 1.5708 1.0472|-1
53||0.855363 -0.0782172 0.493844 0.135476|9.79036 -91.6305 256.393|0|-1|-1|0.116112|1 0 0 0|1.25664 1.0472 4.71239|-1
54||9.85619e-09 -0.612372 0.353553 -0.707107|235.725 536.203 181.569|0|-1|-1|0.116093|1 0 0 0|2.0944 1.5708 1.0472|-1
55||0.855363 -0.0782172 0.493844 0.135476|9.79036 -86.6305 256.393|0|-1|-1|0.11602|1 0 0 0|1.25664 1.0472 4.71239|-1
56||0.683013 -0.25 0.0669873 -0.683013|-8.53761 350.539 122.392|0|-1|-1|0.115977|1 0 0 0|1.0472 0.523599 0.523599|-1
57||0.224144 0.12941 0.482963 -0.836516|303.431 509.393 367.994|0|-1|-1|0.115958|1 0 0 0|3.14159 1.0472 5.75959|-1
58||0.183013 -0.183013 -0.683013 0.683013|494.602 293.501 426.633|0|-1|-1|0.115896|1 0 0 0|3.66519 1.5708 0|-1
59||0.771634 -0.226995 0.445503 0.393167|275.011 -78.8084 296.393|0|-1|-1|0.115738|1 0 0 0|0.628319 1.0472 4.71239|-1
60||0.861281 -0.203368 -0.456773 0.0905243|303.136 -124.464 84.2878|0|-1|-1|0.115712|1 0 0 0|5.02655 1.0472 1.0472|-1
61||0.836516 -0.224144 0.12941 0.482963|335.951 -72.4967 200.698|0|-1|-1|0.115635|1 0 0 0|0 0.523599 5.23599|-1
62||0.352244 -0.497261 0.0522642 -0.791154|-31.9873 434.819 39.2878|0|-1|-1|0.11559|1 0 0 0|1.25664 1.0472 1.0472|-1
63||6.45239e-09 -0.707107 9.85619e-09 -0.707107|-5.70973 421.633 0.833847|0|-1|-1|0.115463|1 0 0 0|1.5708 1.5708 1.5708|-1
64||0.683013 0.683013 -0.183013 -0.183013|153.607 490.167 -16.6331|0|-1|-1|0.115396|1 0 0 0|3.66519 1.5708 3.14159|-1
65||0.933013 -0.0669873 -0.25 -0.25|25.1009 62.6618 -75.1672|0|-1|-1|0.11533|1 0 0 0|5.23599 0.523599 1.5708|-1
66||0.445503 -0.393167 -0.771634 -0.226995|239.989 -93.8084 178.607|0|-1|-1|0.115306|1 0 0 0|5.65487 2.0944 1.5708|-1
67||0.933013 -0.0669873 -0.25 -0.25|30.1009 57.6618 -75.1672|0|-1|-1|0.115074|1 0 0 0|5.23599 0.523599 1.5708|-1
68||0.72631 0.499315 -0.026168 -0.471671|125.869 461.502 71.794|0|-1|-1|0.114851|1 0 0 0|3.76991 1.0472 3.66519|-1
69||0.0522642 -0.791154 0.352244 -0.497261|98.4263 535.203 327.497|0|-1|-1|0.114846|1 0 0 0|1.88496 2.0944 1.0472|-1
70||0.179184 0.673028 0.545007 0.46679|-84.6129 55.4071 52.0063|0|-1|-1|0.11483|1 0 0 0|1.25664 2.0944 2.61799|-1
71||0.861281 -0.203368 -0.456773 0.0905243|303.136 -129.464 84.2878|0|-1|-1|0.114617|1 0 0 0|5.02655 1.0472 1.0472|-1
72||0.183013 -0.183013 -0.683013 0.683013|499.602 298.501 431.633|0|-1|-1|0.114348|1 0 0 0|3.66519 1.5708 0|-1
73||0.823639 -0.475528 -0.154508 0.267617|200.283 -78.7743 355.18|0|-1|-1|0.114311|1 0 0 0|5.65487 1.0472 0|-1
74||1.17804e-08 -0.224144 -0.12941 -0.965926|342.405 324.995 -74.3661|0|-1|-1|0.114263|1 0 0 0|1.0472 0.523599 2.0944|-1
75||0.861281 -0.203368 -0.456773 0.0905243|303.136 -129.464 79.2878|0|-1|-1|0.114153|1 0 0 0|5.02655 1.0472 1.0472|-1
76||0.0522642 -0.791154 0.352244 -0.497261|163.426 525.203 277.497|0|-1|-1|0.114151|1 0 0 0|1.88496 2.0944 1.0472|-1
77||0.482963 -0.12941 0.224144 -0.836516|50.5661 508.442 220.232|0|-1|-1|0.114145|1 0 0 0|2.0944 0.523599 0|-1
78||0.683013 -0.25 0.0669873 -0.683013|-8.53761 345.539 122.392|0|-1|-1|0.114083|1 0 0 0|1.0472 0.523599 0.523599|-1
79||0.683013 0.683013 -0.183013 -0.183013|148.607 495.167 -21.6331|0|-1|-1|0.11407|1 0 0 0|3.66519 1.5708 3.14159|-1
80||0.545007 -0.46679 -0.179184 0.673028|444.613 95.4071 407.994|0|-1|-1|0.114013|1 0 0 0|5.02655 1.0472 5.75959|-1
81||0.179184 0.673028 0.545007 0.46679|-79.6129 50.4071 52.0063|0|-1|-1|0.113997|1 0 0 0|1.25664 2.0944 2.61799|-1
82||5.26836e-09 -0.612372 0.353553 -0.707107|230.725 536.203 186.569|0|-1|-1|0.113973|1 0 0 0|2.0944 1.5708 1.0472|-1
83||1.17804e-08 -0.612372 0.353553 -0.707107|230.725 531.203 186.569|0|-1|-1|0.113944|1 0 0 0|2.0944 1.5708 1.0472|-1
84||0.933013 -0.0669873 -0.25 -0.25|30.1009 62.6618 -75.1672|0|-1|-1|0.113865|1 0 0 0|5.23599 0.523599 1.5708|-1
85||0.612372 0.707107 -9.12506e-09 0.353553|124.288 356.369 -22.6176|0|-1|-1|0.113832|1 0 0 0|2.61799 1.5708 2.61799|-1
86||0.352244 -0.497261 0.0522642 -0.791154|-31.9873 439.819 39.2878|0|-1|-1|0.113759|1 0 0 0|1.25664 1.0472 1.0472|-1
87||0.224144 -5.26836e-09 0.965926 0.12941|351.09 -19.5973 417.3|0|-1|-1|0.113737|1 0 0 0|1.0472 2.61799 4.18879|-1
88||0.371572 0.180057 0.847101 -0.334565|175.187 152.193 517.497|0|-1|-1|0.113731|1 0 0 0|2.51327 2.0944 5.23599|-1
89||0.965926 0.258819 9.12506e-09 1.89953e-08|0.833844 129.82 -83.9007|0|-1|-1|0.113702|1 0 0 0|3.14159 0.523599 3.14159|-1
90||0.0669873 -0.933013 0.25 0.25|314.234 376.231 455.167|0|-1|-1|0.113652|1 0 0 0|5.23599 2.61799 4.71239|-1
91||0.847101 -0.334565 -0.371572 -0.180057|118.763 -87.5892 79.2878|0|-1|-1|0.113643|1 0 0 0|5.65487 1.0472 1.0472|-1
92||0.0522642 -0.791154 0.352244 -0.497261|98.4263 535.203 322.497|0|-1|-1|0.113589|1 0 0 0|1.88496 2.0944 1.0472|-1
93||0.836516 -0.224144 0.12941 0.482963|325.951 -77.4967 205.698|0|-1|-1|0.113535|1 0 0 0|0 0.523599 5.23599|-1
94||0.352244 -0.497261 0.0522642 -0.791154|-31.9873 434.819 44.2878|0|-1|-1|0.113478|1 0 0 0|1.25664 1.0472 1.0472|-1
95||0.12941 0.965926 -0 -0.224144|143.91 489.597 397.3|0|-1|-1|0.113332|1 0 0 0|4.18879 2.61799 4.18879|-1
96||0.965926 0.258819 0 1.05367e-08|5.83385 134.82 -83.9007|0|-1|-1|0.113238|1 0 0 0|3.14159 0.523599 3.14159|-1
97||0.482963 0.258819 -1.29048e-08 0.836516|355.857 203.208 -109.366|0|-1|-1|0.113209|1 0 0 0|2.0944 0.523599 2.0944|-1
98||0.933013 -0.0669873 -0.25 -0.25|25.1009 57.6618 -75.1672|0|-1|-1|0.113143|1 0 0 0|5.23599 0.523599 1.5708|-1
99||0.353553 0.612372 -0.353553 -0.612372|350.71 442.564 99.0486|0|-1|-1|0.113139|1 0 0 0|4.71239 1.5708 3.66519|-1
100||0.371572 -0.180057 0.847101 0.334565|381.237 -27.5892 370.712|0|-1|-1|0.113067|1 0 0 0|0.628319 2.0944 4.18879|-1
101||0.25 -0.25 -0.933013 -0.0669873|365.1 -65.3356 308.501|0|-1|-1|0.112989|1 0 0 0|5.23599 2.61799 1.5708|-1
102||0.0669873 -0.933013 0.25 0.25|309.234 376.231 450.167|0|-1|-1|0.112907|1 0 0 0|5.23599 2.61799 4.71239|-1
103||0.771634 -0.226995 -0.445503 -0.393167|66.1473 34.1176 -74.6022|0|-1|-1|0.112796|1 0 0 0|5.65487 1.0472 1.5708|-1
104||0 -0.224144 -0.12941 -0.965926|342.405 324.995 -69.3661|0|-1|-1|0.112636|1 0 0 0|1.0472 0.523599 2.0944|-1
105||0.0522642 0.791154 0.352244 0.497261|-122.904 189.521 55.713|0|-1|-1|0.112412|1 0 0 0|1.25664 2.0944 2.0944|-1
106||0.861281 -0.203368 -0.456773 0.0905243|308.136 -129.464 84.2878|0|-1|-1|0.112341|1 0 0 0|5.02655 1.0472 1.0472|-1
107||0.258819 -0.482963 -0.836516 9.12506e-09|245.306 -68.7047 366.369|0|-1|-1|0.112284|1 0 0 0|5.23599 2.61799 1.0472|-1
108||0.933013 0.25 -0.0669873 0.25|126.569 72.0063 -114.393|0|-1|-1|0.112178|1 0 0 0|3.14159 0.523599 2.61799|-1
109||0.353553 0.612372 -0.353553 -0.612372|350.71 442.564 94.0486|0|-1|-1|0.112169|1 0 0 0|4.71239 1.5708 3.66519|-1
110||0.509037 -0.293893 0.404508 -0.700629|3.24126 474.752 355.18|0|-1|-1|0.112131|1 0 0 0|1.88496 1.0472 0|-1
111||0.183013 0.683013 0.183013 0.683013|-5.70973 290.951 -72.564|0|-1|-1|0.112127|1 0 0 0|1.5708 1.5708 2.0944|-1
112||0.965926 0.258819 7.45058e-09 1.29048e-08|0.833843 134.82 -78.9007|0|-1|-1|0.112066|1 0 0 0|3.14159 0.523599 3.14159|-1
113||0.683013 0.683013 -0.183013 0.183013|211.569 405.71 -17.6176|0|-1|-1|0.112046|1 0 0 0|3.14159 1.5708 2.61799|-1
114||0.352244 0.497261 0.0522642 0.791154|194.343 324.905 -142.497|0|-1|-1|0.111995|1 0 0 0|1.88496 1.0472 2.0944|-1
115||0.0522642 -0.791154 0.352244 -0.497261|158.426 520.203 277.497|0|-1|-1|0.111979|1 0 0 0|1.88496 2.0944 1.0472|-1
116||0.482963 0.836516 -0.224144 0.12941|206.569 504.393 107.006|0|-1|-1|0.111963|1 0 0 0|3.14159 2.0944 2.61799|-1
117||0.393167 -0.445503 -0.226995 -0.771634|-26.4416 269.09 -69.6022|0|-1|-1|0.111892|1 0 0 0|0.628319 1.0472 1.5708|-1
118||0.700629 -0.404508 -0.293893 0.509037|376.759 -14.7517 350.18|0|-1|-1|0.111841|1 0 0 0|5.02655 1.0472 0|-1
119||0.965926 0.258819 9.12506e-09 1.58051e-08|0.833843 129.82 -78.9007|0|-1|-1|0.111831|1 0 0 0|3.14159 0.523599 3.14159|-1
120||1.23554e-08 -0.707107 1.34317e-08 -0.707107|-5.70973 426.633 5.83385|0|-1|-1|0.111756|1 0 0 0|1.5708 1.5708 1.5708|-1
121||0.353553 0.353553 -0.612372 0.612372|517.618 400.71 186.569|0|-1|-1|0.111751|1 0 0 0|3.14159 1.5708 1.0472|-1
122||0.836516 -0.224144 0.12941 0.482963|325.951 -72.4967 205.698|0|-1|-1|0.111739|1 0 0 0|0 0.523599 5.23599|-1
123||0.371572 0.180057 0.847101 -0.334565|180.187 152.193 517.497|0|-1|-1|0.111677|1 0 0 0|2.51327 2.0944 5.23599|-1
124||0.179184 0.673028 0.545007 0.46679|-84.6129 50.4071 57.0063|0|-1|-1|0.111664|1 0 0 0|1.25664 2.0944 2.61799|-1
125||0.683013 0.683013 -0.183013 -0.183013|153.607 495.167 -21.6331|0|-1|-1|0.111606|1 0 0 0|3.66519 1.5708 3.14159|-1
126||0.933013 0.25 -0.0669873 0.25|131.569 72.0063 -114.393|0|-1|-1|0.111596|1 0 0 0|3.14159 0.523599 2.61799|-1
127||0.836516 5.26836e-09 -0.258819 -0.482963|34.1434 196.792 -109.366|0|-1|-1|0.111588|1 0 0 0|5.23599 0.523599 2.0944|-1
128||0.482963 0.836516 -0.224144 0.12941|206.569 509.393 107.006|0|-1|-1|0.111543|1 0 0 0|3.14159 2.0944 2.61799|-1
129||0.224144 1.58051e-08 -0.965926 0.12941|420.424 54.5076 301.369|0|-1|-1|0.11147|1 0 0 0|4.18879 2.61799 1.0472|-1
130||0.482963 -0.258819 1.05367e-08 -0.836516|5.97224 434.6 -2.29955|0|-1|-1|0.111318|1 0 0 0|1.0472 0.523599 1.0472|-1
131||0.5 0.683013 0.183013 -0.5|127.006 504.393 288.431|0|-1|-1|0.1112|1 0 0 0|3.66519 1.5708 4.18879|-1
132||0.933013 -0.0669873 -0.25 -0.25|80.1009 117.662 -40.1672|0|-1|-1|0.110922|1 0 0 0|5.23599 0.523599 1.5708|-1
133||0.509037 -0.293893 0.404508 -0.700629|3.24126 474.752 360.18|0|-1|-1|0.110898|1 0 0 0|1.88496 1.0472 0|-1
134||0.5 0.5 0.5 -0.5|-11.6331 415.71 359.166|0|-1|-1|0.110849|1 0 0 0|3.14159 1.5708 4.71239|-1
135||0.135476 -0.493844 -0.0782172 -0.855363|56.6486 381.247 -69.6022|0|-1|-1|0.110809|1 0 0 0|1.25664 1.0472 1.5708|-1
136||0.471671 0.026168 0.499315 0.72631|359.131 8.49756 51.794|0|-1|-1|0.110709|1 0 0 0|0.628319 1.0472 3.66519|-1
137||0.393167 0.445503 -0.226995 0.771634|373.853 395.882 -4.60225|0|-1|-1|0.110615|1 0 0 0|2.51327 1.0472 1.5708|-1
138||4.56253e-09 1.14821e-08 0.707107 0.707107|349.166 14.2903 -31.6331|0|-1|-1|0.110572|1 0 0 0|3.14159 1.5708 0|-1
139||0.183013 -0.25 -0.933013 0.183013|315.86 -7.14001 371.06|0|-1|-1|0.110559|1 0 0 0|4.18879 2.61799 0.523599|-1
140||0.683013 0.683013 -0.183013 0.183013|206.569 405.71 -17.6176|0|-1|-1|0.110529|1 0 0 0|3.14159 1.5708 2.61799|-1
141||0.183013 -0.683013 -0.683013 -0.183013|63.3669 -14.6022 308.501|0|-1|-1|0.110496|1 0 0 0|0 2.61799 1.5708|-1
142||0.258819 -0.482963 -0.836516 -1.17804e-08|250.306 -68.7047 366.369|0|-1|-1|0.110486|1 0 0 0|5.23599 2.61799 1.0472|-1
143||0.683013 -0.683013 -0.183013 -0.183013|-72.564 9.29027 270.951|0|-1|-1|0.110396|1 0 0 0|0 1.5708 0.523599|-1
144||0.861281 -0.203368 -0.456773 0.0905243|313.136 -124.464 84.2878|0|-1|-1|0.110289|1 0 0 0|5.02655 1.0472 1.0472|-1
145||0.482963 0.12941 0.224144 -0.836516|174.049 527.497 205.698|0|-1|-1|0.11018|1 0 0 0|3.14159 0.523599 5.23599|-1
146||0.482963 -0.12941 -0.224144 0.836516|576.1 207.447 165.232|0|-1|-1|0.110177|1 0 0 0|4.18879 0.523599 0|-1
147||7.45058e-09 -0.224144 -0.12941 -0.965926|347.405 329.995 -74.3661|0|-1|-1|0.110164|1 0 0 0|1.0472 0.523599 2.0944|-1
148||0.471671 -0.026168 0.499315 -0.72631|125.072 479.538 367.994|0|-1|-1|0.110124|1 0 0 0|2.51327 1.0472 5.75959|-1
149||0.861281 -0.203368 -0.456773 0.0905243|303.136 -124.464 79.2878|0|-1|-1|0.110058|1 0 0 0|5.02655 1.0472 1.0472|-1
150||0.258819 -0.482963 -0.836516 1.05367e-08|250.306 -63.7047 366.369|0|-1|-1|0.109916|1 0 0 0|5.23599 2.61799 1.0472|-1
151||0.5 -0.5 -0.5 0.5|440.71 50.8338 426.633|0|-1|-1|0.109895|1 0 0 0|4.71239 1.5708 0|-1
152||0.75 -0.433013 -0.25 -0.433013|-77.6176 63.6312 39.2878|0|-1|-1|0.109867|1 0 0 0|0 1.0472 1.0472|-1
153||0.683013 0.683013 -0.183013 0.183013|206.569 400.71 -22.6176|0|-1|-1|0.109855|1 0 0 0|3.14159 1.5708 2.61799|-1
154||0.847101 0.334565 0.371572 -0.180057|-77.6681 187.129 202.503|0|-1|-1|0.109805|1 0 0 0|2.51327 1.0472 4.18879|-1
155||0.0522642 -0.791154 0.352244 -0.497261|158.426 520.203 282.497|0|-1|-1|0.109764|1 0 0 0|1.88496 2.0944 1.0472|-1
156||0.183013 -0.5 -0.5 -0.683013|11.794 82.3915 -77.564|0|-1|-1|0.109761|1 0 0 0|0.523599 1.5708 2.0944|-1
157||0.482963 0.836516 -0.224144 0.12941|211.569 509.393 107.006|0|-1|-1|0.109743|1 0 0 0|3.14159 2.0944 2.61799|-1
158||0.612372 0.707107 -7.21399e-09 -0.353553|130.713 499.366 154.049|0|-1|-1|0.109681|1 0 0 0|3.66519 1.5708 3.66519|-1
159||7.45058e-09 -0.612372 0.353553 -0.707107|235.725 531.203 186.569|0|-1|-1|0.109671|1 0 0 0|2.0944 1.5708 1.0472|-1
160||0.489074 -0.579484 -0.643582 -0.103956|88.6989 -53.7931 232.497|0|-1|-1|0.10966|1 0 0 0|5.65487 2.0944 1.0472|-1
161||6.45239e-09 -0.612372 0.353553 -0.707107|160.725 541.203 231.569|0|-1|-1|0.109625|1 0 0 0|2.0944 1.5708 1.0472|-1
162||0.5 0.5 -0.5 -0.5|440.71 399.166 33.3669|0|-1|-1|0.10954|1 0 0 0|4.71239 1.5708 3.14159|-1
163||0.864839 -0.419335 -0.27232 0.0453243|92.8595 -73.0611 179.996|0|-1|-1|0.109512|1 0 0 0|5.65487 1.0472 0.523599|-1
164||0.224144 9.12506e-09 0.965926 0.12941|351.09 -24.5973 412.3|0|-1|-1|0.109424|1 0 0 0|1.0472 2.61799 4.18879|-1
165||8.33e-09 -0.612372 0.353553 -0.707107|160.725 546.203 231.569|0|-1|-1|0.10942|1 0 0 0|2.0944 1.5708 1.0472|-1
166||0.482963 -0.12941 0.224144 -0.836516|120.566 498.442 175.232|0|-1|-1|0.109403|1 0 0 0|2.0944 0.523599 0|-1
167||0.75 -0.433013 -0.25 -0.433013|-77.6176 58.6312 39.2878|0|-1|-1|0.109366|1 0 0 0|0 1.0472 1.0472|-1
168||0.933013 -0.0669873 -0.25 -0.25|25.1009 67.6618 -75.1672|0|-1|-1|0.109348|1 0 0 0|5.23599 0.523599 1.5708|-1
169||0.183013 -0.25 -0.933013 0.183013|405.86 -27.14 411.06|0|-1|-1|0.109325|1 0 0 0|4.18879 2.61799 0.523599|-1
170||0.482963 -0.12941 0.224144 -0.836516|45.5661 508.442 220.232|0|-1|-1|0.109287|1 0 0 0|2.0944 0.523599 0|-1
171||0.310356 -0.388573 0.31466 -0.808504|72.4774 521.439 264.996|0|-1|-1|0.109278|1 0 0 0|1.88496 1.0472 0.523599|-1
172||0.46679 0.545007 -0.673028 -0.179184|519.613 364.593 112.006|0|-1|-1|0.109266|1 0 0 0|4.39823 2.0944 2.61799|-1
173||0.75 -0.433013 -0.25 -0.433013|-77.6176 58.6312 44.2878|0|-1|-1|0.109239|1 0 0 0|0 1.0472 1.0472|-1
174||0.836516 -0.482963 -0.12941 -0.224144|-72.564 -11.0599 164.996|0|-1|-1|0.10921|1 0 0 0|0 1.0472 0.523599|-1
175||0.771634 -0.226995 0.445503 0.393167|265.011 -78.8084 301.393|0|-1|-1|0.109148|1 0 0 0|0.628319 1.0472 4.71239|-1
176||0.861281 -0.203368 -0.456773 0.0905243|298.136 -129.464 79.2878|0|-1|-1|0.109138|1 0 0 0|5.02655 1.0472 1.0472|-1
177||0.0905243 0.456773 0.203368 0.861281|199.677 293.34 -67.4967|0|-1|-1|0.109044|1 0 0 0|1.25664 1.0472 2.0944|-1
178||0.471671 -0.026168 0.499315 -0.72631|130.072 479.538 362.994|0|-1|-1|0.108983|1 0 0 0|2.51327 1.0472 5.75959|-1
179||0.026168 0.471671 -0.72631 -0.499315|580.562 211.785 250.004|0|-1|-1|0.108939|1 0 0 0|5.65487 2.0944 3.66519|-1
180||0.847101 -0.334565 -0.371572 -0.180057|123.763 -87.5892 79.2878|0|-1|-1|0.108813|1 0 0 0|5.65487 1.0472 1.0472|-1
181||0.683013 -0.25 0.0669873 -0.683013|-8.53761 345.539 117.392|0|-1|-1|0.108801|1 0 0 0|1.0472 0.523599 0.523599|-1
