solution index | solution filename | fit rotation | fit translation  | match size | match average distance |  envelope penetration score | fitting score|dock rotation | dock translation | RMSD to reference
0||0.791154 0.0522642 -0.497261 -0.352244|148.768 220.599 81.8151|0|-1|-1|0.138035|1 0 0 0|5.02655 1.0472 2.0944|-1
1||0.933013 0.0669873 -0.25 0.25|222.242 151.566 160.319|0|-1|-1|0.134248|1 0 0 0|4.18879 0.523599 1.5708|-1
2||0.791154 0.0522642 -0.497261 -0.352244|148.768 220.599 86.8151|0|-1|-1|0.132188|1 0 0 0|5.02655 1.0472 2.0944|-1
3||0.933013 0.0669873 -0.25 0.25|222.242 151.566 165.319|0|-1|-1|0.131736|1 0 0 0|4.18879 0.523599 1.5708|-1
4||0.5 -0.183013 -0.683013 0.5|287.036 105.589 221.766|0|-1|-1|0.128944|1 0 0 0|4.18879 1.5708 0.523599|-1
5||9.12506e-09 0.836516 0.482963 0.258819|126.162 173.352 133.161|0|-1|-1|0.128913|1 0 0 0|1.0472 2.61799 2.0944|-1
6||0.965926 -0.12941 -0.224144 1.58051e-08|117.152 146.778 173.28|0|-1|-1|0.128522|1 0 0 0|5.23599 0.523599 1.0472|-1
7||0.791154 0.0522642 -0.497261 -0.352244|148.768 215.599 81.8151|0|-1|-1|0.127971|1 0 0 0|5.02655 1.0472 2.0944|-1
8||0.5 -0.183013 -0.683013 0.5|287.036 105.589 216.766|0|-1|-1|0.126253|1 0 0 0|4.18879 1.5708 0.523599|-1
9||0.353553 -0.612372 0.353553 0.612372|290.736 230.217 316.665|0|-1|-1|0.125719|1 0 0 0|5.75959 1.5708 4.71239|-1
10||0.5 -0.183013 -0.683013 0.5|292.036 105.589 221.766|0|-1|-1|0.125483|1 0 0 0|4.18879 1.5708 0.523599|-1
11||0.482963 0.12941 -0.224144 -0.836516|227.908 320.789 184.585|0|-1|-1|0.125109|1 0 0 0|5.23599 0.523599 3.14159|-1
12||0.965926 -0.12941 -0.224144 7.45058e-09|112.152 146.778 173.28|0|-1|-1|0.12484|1 0 0 0|5.23599 0.523599 1.0472|-1
13||9.12506e-09 0.836516 0.482963 0.258819|126.162 168.352 133.161|0|-1|-1|0.124777|1 0 0 0|1.0472 2.61799 2.0944|-1
14||0.965926 -0.12941 -0.224144 9.12506e-09|117.152 151.778 173.28|0|-1|-1|0.124749|1 0 0 0|5.23599 0.523599 1.0472|-1
15||0.5 -0.183013 -0.683013 0.5|292.036 105.589 216.766|0|-1|-1|0.124304|1 0 0 0|4.18879 1.5708 0.523599|-1
16||7.45058e-09 0.5 -0.866025 9.12506e-09|285.931 220.743 201.274|0|-1|-1|0.121317|1 0 0 0|0 3.14159 2.0944|-1
17||0.25 -0.433013 -0.75 -0.433013|193.234 162.964 105.589|0|-1|-1|0.121213|1 0 0 0|0 2.0944 2.0944|-1
18||0.353553 -0.612372 0.353553 0.612372|290.736 230.217 321.665|0|-1|-1|0.120675|1 0 0 0|5.75959 1.5708 4.71239|-1
19||0.933013 0.0669873 -0.25 0.25|222.242 146.566 160.319|0|-1|-1|0.120102|1 0 0 0|4.18879 0.523599 1.5708|-1
20||0.933013 0.0669873 -0.25 0.25|217.242 151.566 160.319|0|-1|-1|0.119534|1 0 0 0|4.18879 0.523599 1.5708|-1
21||1.05367e-08 0.836516 0.482963 -0.258819|133.76 177.739 222.036|0|-1|-1|0.119477|1 0 0 0|1.0472 2.61799 2.0944|-1
22||0.25 -0.433013 -0.75 -0.433013|193.234 167.964 100.589|0|-1|-1|0.119436|1 0 0 0|0 2.0944 2.0944|-1
23||0.612372 -0.612372 0.353553 0.353553|211.766 228.726 311.375|0|-1|-1|0.119337|1 0 0 0|0 1.5708 5.23599|-1
24||0.707107 -7.45058e-09 -1.05367e-08 -0.707107|176.868 286.665 223.726|0|-1|-1|0.119092|1 0 0 0|0 0 1.5708|-1
25||0.965926 -0.12941 -0.224144 1.29048e-08|112.152 151.778 173.28|0|-1|-1|0.119056|1 0 0 0|5.23599 0.523599 1.0472|-1
26||0.25 -0.433013 -0.75 -0.433013|193.234 162.964 100.589|0|-1|-1|0.118896|1 0 0 0|0 2.0944 2.0944|-1
27||0.388573 0.310356 0.808504 0.31466|192.253 130.213 243.192|0|-1|-1|0.118843|1 0 0 0|1.25664 2.0944 3.66519|-1
28||0.5 -0.183013 -0.683013 0.5|287.036 100.589 221.766|0|-1|-1|0.118817|1 0 0 0|4.18879 1.5708 0.523599|-1
29||0.933013 0.0669873 -0.25 0.25|222.242 156.566 165.319|0|-1|-1|0.118786|1 0 0 0|4.18879 0.523599 1.5708|-1
30||0.026168 0.471671 -0.72631 -0.499315|334.166 259.805 223.192|0|-1|-1|0.11841|1 0 0 0|5.65487 2.0944 3.66519|-1
31||0.25 -0.433013 0.75 0.433013|320.931 236.523 254.336|0|-1|-1|0.118369|1 0 0 0|0 2.0944 4.18879|-1
32||0.5 -0.183013 -0.683013 0.5|282.036 105.589 221.766|0|-1|-1|0.118226|1 0 0 0|4.18879 1.5708 0.523599|-1
33||1.05367e-08 0.836516 0.482963 -0.258819|138.76 177.739 227.036|0|-1|-1|0.118221|1 0 0 0|1.0472 2.61799 2.0944|-1
34||0.933013 0.0669873 -0.25 0.25|227.242 151.566 165.319|0|-1|-1|0.117607|1 0 0 0|4.18879 0.523599 1.5708|-1
35||0.791154 0.0522642 -0.497261 -0.352244|153.768 220.599 81.8151|0|-1|-1|0.117558|1 0 0 0|5.02655 1.0472 2.0944|-1
36||0.791154 0.0522642 -0.497261 -0.352244|148.768 220.599 76.8151|0|-1|-1|0.117162|1 0 0 0|5.02655 1.0472 2.0944|-1
37||0.183013 0.5 -0.5 -0.683013|257.036 319.411 193.234|0|-1|-1|0.117072|1 0 0 0|5.23599 1.5708 3.66519|-1
38||0.791154 0.0522642 -0.497261 -0.352244|148.768 215.599 86.8151|0|-1|-1|0.116939|1 0 0 0|5.02655 1.0472 2.0944|-1
39||0.791154 0.0522642 -0.497261 -0.352244|143.768 220.599 86.8151|0|-1|-1|0.116877|1 0 0 0|5.02655 1.0472 2.0944|-1
40||0.388573 0.310356 0.808504 0.31466|192.253 130.213 248.192|0|-1|-1|0.11685|1 0 0 0|1.25664 2.0944 3.66519|-1
41||1.17804e-08 -0.707107 -0.707107 -9.12506e-09|181.868 158.335 241.274|0|-1|-1|0.116841|1 0 0 0|0 3.14159 1.5708|-1
42||0.183013 0.5 -0.5 -0.683013|252.036 314.411 193.234|0|-1|-1|0.116822|1 0 0 0|5.23599 1.5708 3.66519|-1
43||0.353553 -0.612372 -0.353553 -0.612372|214.264 225.217 138.335|0|-1|-1|0.116821|1 0 0 0|0.523599 1.5708 1.5708|-1
44||0.026168 0.471671 -0.72631 -0.499315|329.166 259.805 223.192|0|-1|-1|0.116555|1 0 0 0|5.65487 2.0944 3.66519|-1
45||0.5 -0.183013 -0.683013 0.5|282.036 105.589 216.766|0|-1|-1|0.116549|1 0 0 0|4.18879 1.5708 0.523599|-1
46||0.310356 0.388573 -0.31466 -0.808504|251.707 325.091 189.418|0|-1|-1|0.116461|1 0 0 0|5.02655 1.0472 3.66519|-1
47||0 -0.707107 -0.707107 0|186.868 153.335 246.274|0|-1|-1|0.11634|1 0 0 0|0 3.14159 1.5708|-1
48||9.12506e-09 0.836516 0.482963 0.258819|121.162 173.352 133.161|0|-1|-1|0.11606|1 0 0 0|1.0472 2.61799 2.0944|-1
49||0.12941 -0.224144 -0.836516 -0.482963|240.743 178.186 114.634|0|-1|-1|0.115998|1 0 0 0|0 2.0944 2.61799|-1
50||0.482963 -0.12941 -0.224144 -0.836516|208.234 304.411 197.964|0|-1|-1|0.115937|1 0 0 0|0 0.523599 2.0944|-1
51||0.371572 -0.180057 -0.847101 -0.334565|216.104 180.872 100.589|0|-1|-1|0.11584|1 0 0 0|5.65487 2.0944 2.0944|-1
52||0.933013 0.0669873 -0.25 0.25|217.242 151.566 165.319|0|-1|-1|0.115815|1 0 0 0|4.18879 0.523599 1.5708|-1
53||0.5 -0.183013 -0.683013 0.5|292.036 100.589 221.766|0|-1|-1|0.115688|1 0 0 0|4.18879 1.5708 0.523599|-1
54||1.05367e-08 -0.707107 -0.707107 9.12506e-09|181.868 158.335 246.274|0|-1|-1|0.115608|1 0 0 0|0 3.14159 1.5708|-1
55||0.771634 0.226995 0.445503 -0.393167|178.806 260.909 311.672|0|-1|-1|0.115525|1 0 0 0|2.51327 1.0472 4.71239|-1
56||0.310356 0.388573 -0.31466 -0.808504|251.707 325.091 194.418|0|-1|-1|0.115444|1 0 0 0|5.02655 1.0472 3.66519|-1
57||0.771634 -0.226995 -0.445503 -0.393167|127.738 218.615 109.554|0|-1|-1|0.115389|1 0 0 0|5.65487 1.0472 1.5708|-1
58||0.499315 0.72631 -0.471671 -0.026168|211.502 282.813 184.634|0|-1|-1|0.115383|1 0 0 0|3.76991 2.0944 2.61799|-1
59||0.5 -0.183013 -0.683013 0.5|287.036 100.589 216.766|0|-1|-1|0.115306|1 0 0 0|4.18879 1.5708 0.523599|-1
60||0.353553 -0.612372 0.353553 0.612372|290.736 235.217 321.665|0|-1|-1|0.115184|1 0 0 0|5.75959 1.5708 4.71239|-1
61||0.226995 -0.771634 0.393167 0.445503|219.663 293.136 275.446|0|-1|-1|0.115171|1 0 0 0|5.65487 2.0944 4.71239|-1
62||0.25 -0.433013 -0.75 -0.433013|193.234 157.964 105.589|0|-1|-1|0.115151|1 0 0 0|0 2.0944 2.0944|-1
63||0.46679 -0.545007 -0.673028 0.179184|168.689 86.531 215.582|0|-1|-1|0.115126|1 0 0 0|5.02655 2.0944 0.523599|-1
64||0.371572 -0.180057 -0.847101 -0.334565|211.104 180.872 100.589|0|-1|-1|0.114864|1 0 0 0|5.65487 2.0944 2.0944|-1
65||0.791154 0.0522642 -0.497261 -0.352244|143.768 220.599 81.8151|0|-1|-1|0.114841|1 0 0 0|5.02655 1.0472 2.0944|-1
66||0.203368 -0.861281 -0.0905243 0.456773|176.405 243.714 263.185|0|-1|-1|0.114793|1 0 0 0|5.02655 2.0944 5.23599|-1
