  0.591093E-01  0.909500E+02  0.240400E+02
  0.618416E-01  0.854000E+02  0.198570E+02
  0.645739E-01  0.847833E+02  0.168150E+02
  0.673062E-01  0.858667E+02  0.145462E+02
  0.700385E-01  0.814167E+02  0.126155E+02
  0.727708E-01  0.807067E+02  0.108337E+02
  0.755031E-01  0.808467E+02  0.938850E+01
  0.782354E-01  0.769250E+02  0.825162E+01
  0.809677E-01  0.796517E+02  0.717519E+01
  0.837001E-01  0.777500E+02  0.641380E+01
  0.864324E-01  0.766867E+02  0.557724E+01
  0.891647E-01  0.789483E+02  0.504880E+01
  0.918970E-01  0.719150E+02  0.461146E+01
  0.946293E-01  0.741217E+02  0.406243E+01
  0.973616E-01  0.723383E+02  0.369882E+01
  0.100094E+00  0.721450E+02  0.331347E+01
  0.102826E+00  0.695400E+02  0.306154E+01
  0.105559E+00  0.700733E+02  0.276095E+01
  0.108291E+00  0.692683E+02  0.249605E+01
  0.111023E+00  0.687133E+02  0.232775E+01
  0.113755E+00  0.680233E+02  0.210248E+01
  0.116488E+00  0.673283E+02  0.195086E+01
  0.119220E+00  0.681883E+02  0.180721E+01
  0.121952E+00  0.648950E+02  0.166290E+01
  0.124685E+00  0.658527E+02  0.158246E+01
  0.127417E+00  0.650552E+02  0.144182E+01
  0.130149E+00  0.644790E+02  0.137834E+01
  0.132882E+00  0.644350E+02  0.127740E+01
  0.135614E+00  0.640963E+02  0.119897E+01
  0.138346E+00  0.630603E+02  0.115309E+01
  0.141079E+00  0.630163E+02  0.106581E+01
  0.143811E+00  0.622408E+02  0.102433E+01
  0.146543E+00  0.619930E+02  0.963344E+00
  0.149275E+00  0.610703E+02  0.922541E+00
  0.152008E+00  0.604405E+02  0.879705E+00
  0.154740E+00  0.602232E+02  0.837054E+00
  0.157472E+00  0.599638E+02  0.809439E+00
  0.160205E+00  0.592422E+02  0.773431E+00
  0.162937E+00  0.590095E+02  0.739910E+00
  0.165669E+00  0.583280E+02  0.718673E+00
  0.168402E+00  0.579678E+02  0.690045E+00
  0.171134E+00  0.576080E+02  0.671125E+00
  0.173866E+00  0.572630E+02  0.645967E+00
  0.176599E+00  0.568152E+02  0.624749E+00
